question,answers,correct_answers
Протягом 1873-1876 років,"[{'marker': 'А', 'text': 'тривало польське національно-визвольне повстання.'}, {'marker': 'Б', 'text': 'відбувалися події Кримської війни на українських землях.'}, {'marker': 'В', 'text': 'діяли українські парламентські громади в І і ІІ Державних Думах Росії.'}, {'marker': 'Г', 'text': 'працював «Південно-Західний відділ Російського географічного товариства».'}]",['Г']
Найбільша кількість томів «Записок Наукового Товариства імені Шевченка» наприкінці ХІХ – на початку ХХ ст. вийшла під редакцією,"[{'marker': 'А', 'text': 'І. Франка.'}, {'marker': 'Б', 'text': 'Ю.Федьковича.'}, {'marker': 'В', 'text': 'О. Барвінського.'}, {'marker': 'Г', 'text': 'М. Грушевського.'}]",['Г']
"«Самостійна, суверенна Україна, соборна, ціла й нероздільна, від Сяну й Кубані, від Карпат по Кавказ...», – таке гасло на початку ХХ ст. сформулював","[{'marker': 'А', 'text': 'М. Міхновський.'}, {'marker': 'Б', 'text': 'А. Шептицький.'}, {'marker': 'В', 'text': 'І. Боберський.'}, {'marker': 'Г', 'text': 'В. Липківський.'}]",['А']
У 1907 р. на західноукраїнських землях,"[{'marker': 'А', 'text': 'відкрито у Львові окремий український університет.'}, {'marker': 'Б', 'text': 'упроваджено загальне виборче право для чоловіків.'}, {'marker': 'В', 'text': 'започатковано політику «нової ери» в українсько-польських відносинах.'}, {'marker': 'Г', 'text': ""об'єднано Галичину, Буковину й Закарпаття в єдиний Коронний край.""}]",['Б']
"Вільгельм фон Габсбург-Лотрінген – австрійський архікнязь, полковник армії УНР, поет. Під яким псевдонімом він відомий як полковник Українських січових стрільців (УСС)?","[{'marker': 'А', 'text': 'Олесь Тихий'}, {'marker': 'Б', 'text': 'Віктор Грім'}, {'marker': 'В', 'text': 'Тарас Чупринка'}, {'marker': 'Г', 'text': 'Василь Вишиваний'}]",['Г']
"**Проаналізуйте фрагмент історичного документа**


«У Петрограді відбулися криваві події, які загрожують загибелі завоювань революції. Частина населення Петрограда, керована більшовиками, збройним шляхом ліквідувала Тимчасовий Уряд і хоче нав'язати свою волю Російській Республіці. Ми закликаємо рішуче боротися з будь-якими спробами підтримання петроградського повстання. Громадяни України! Покажіть себе вірними захисниками свободи й ворогами анархії, яка може віддалити скликання Всеросійських й Українських Установчих Зборів і навіть призвести до загибелі рідного краю...»


Яка владна інституція звернулася із цитованою відозвою до населення України?","[{'marker': 'А', 'text': 'Рада Міністрів'}, {'marker': 'Б', 'text': 'Штаб Київського військового округу'}, {'marker': 'В', 'text': 'Генеральний Секретаріат'}, {'marker': 'Г', 'text': 'Рада Народних Комісарів'}]",['В']
"**Проаналізуйте фрагмент історичного документа**


«У Петрограді відбулися криваві події, які загрожують загибелі завоювань революції. Частина населення Петрограда, керована більшовиками, збройним шляхом ліквідувала Тимчасовий Уряд і хоче нав'язати свою волю Російській Республіці. Ми закликаємо рішуче боротися з будь-якими спробами підтримання петроградського повстання. Громадяни України! Покажіть себе вірними захисниками свободи й ворогами анархії, яка може віддалити скликання Всеросійських й Українських Установчих Зборів і навіть призвести до загибелі рідного краю...»


«Криваві події» в Петрограді спричинили ухвалення","[{'marker': 'А', 'text': 'Грамоти до всього українського народу гетьмана П. Скоропадського.'}, {'marker': 'Б', 'text': 'Конституції Української Народної Республіки.'}, {'marker': 'В', 'text': 'Акта злуки між УНР й ЗУНР.'}, {'marker': 'Г', 'text': 'Третього Універсалу УЦР.'}]",['Г']
"**Проаналізуйте фрагмент історичного документа**


«У Петрограді відбулися криваві події, які загрожують загибелі завоювань революції. Частина населення Петрограда, керована більшовиками, збройним шляхом ліквідувала Тимчасовий Уряд і хоче нав'язати свою волю Російській Республіці. Ми закликаємо рішуче боротися з будь-якими спробами підтримання петроградського повстання. Громадяни України! Покажіть себе вірними захисниками свободи й ворогами анархії, яка може віддалити скликання Всеросійських й Українських Установчих Зборів і навіть призвести до загибелі рідного краю...»


Події, описані в уривку документа, відбулися","[{'marker': 'А', 'text': '1914 р.'}, {'marker': 'Б', 'text': '1917 р.'}, {'marker': 'В', 'text': '1919 р.'}, {'marker': 'Г', 'text': '1921 р.'}]",['Б']
"В уривку з історичного джерела «В одній лише Україні побоїща, розстріли та епідемії, пов'язані з війною.., забрали близько 1,5 млн життів. Нестача харчів та палива, безробіття змусили сотні тисяч людей виїхати з міста в село... Було очевидно, що остаточно виснажене суспільство не готове до корінних соціальних перетворень, що їх планували більшовики...» схарактеризовано наслідки впровадження заходів","[{'marker': 'А', 'text': '«воєнного комунізму».'}, {'marker': 'Б', 'text': '«культурної революції».'}, {'marker': 'В', 'text': '«пацифікації».'}, {'marker': 'Г', 'text': '«осадництва».'}]",['А']
Що було характерним для соціально-економічного життя в УСРР періоду нової економічної політики?,"[{'marker': 'А', 'text': 'скасування плати за житло й комунальні послуги'}, {'marker': 'Б', 'text': 'здійснення насильницької суцільної колективізації'}, {'marker': 'В', 'text': 'уведення карткової системи розподілу продуктів'}, {'marker': 'Г', 'text': 'надання селянам права на продаж власної сільгосппродукції'}]",['Г']
"Яку політику більшовиків так характеризував С. Петлюра: «..У цьому напрямі нинішньої політики більшовиків я вбачаю чергову їхню поступку стихійній силі українського національного руху, а водночас – логічно послідовний і політичний захід з метою оволодіння силою цього руху й зміцнення своїх позицій в Україні...»?","[{'marker': 'А', 'text': 'індустріалізацію'}, {'marker': 'Б', 'text': 'неп'}, {'marker': 'В', 'text': 'коренізацію'}, {'marker': 'Г', 'text': 'колективізацію'}]",['В']
Перенесення столиці УСРР з Харкова до Києва відбулося,"[{'marker': 'А', 'text': '1921 р.'}, {'marker': 'Б', 'text': '1925 р.'}, {'marker': 'В', 'text': '1934 р.'}, {'marker': 'Г', 'text': '1937 р.'}]",['В']
Освітня політика якої держави в 1920-ті рр. призвела до ліквідації на українських землях українськомовних шкіл?,"[{'marker': 'А', 'text': 'Польщі'}, {'marker': 'Б', 'text': 'Чехословаччини'}, {'marker': 'В', 'text': 'Румунії'}, {'marker': 'Г', 'text': 'Української СРР'}]",['В']
"Заходи з примусової евакуації матеріальних цінностей, а за неможливості – знищення їх, були частиною плану радянських військ 1941-1942 рр. і військ нацистської Німеччини 1943-1944 рр. із перетворення території України на","[{'marker': 'А', 'text': '«сіру зону».'}, {'marker': 'Б', 'text': '«випалену землю».'}, {'marker': 'В', 'text': '«життєвий простір».'}, {'marker': 'Г', 'text': '«санітарний кордон».'}]",['Б']
"Проаналізуйте уривок з історичного джерела: «...**[**регіон**]* *на підставі Договору від 10 вересня 1919 р., укладеного в Сен-Жермен ан Ле,* *[**увійшов**]* *як автономна**одиниця в межі Чехословацької Республіки, возз'єднується... зі своєю**споконвічною Батьківщиною – Україною...».*


Про який історико-географічний регіон України йдеться в ньому?","[{'marker': 'А', 'text': 'Буковину'}, {'marker': 'Б', 'text': 'Закарпаття'}, {'marker': 'В', 'text': 'Галичину'}, {'marker': 'Г', 'text': 'Волинь'}]",['Б']
"Що в УРСР стало одним із наслідків проведення партійно-радянським керівництвом СРСР кампанії, названої «ждановщиною»?","[{'marker': 'А', 'text': 'припинення збройної боротьби УПА, ОУН'}, {'marker': 'Б', 'text': 'гальмування розвитку науки, літератури й мистецтва в республіці'}, {'marker': 'В', 'text': 'початок вимушеної масової еміграції українських митців'}, {'marker': 'Г', 'text': 'організаційне оформлення українського дисидентського руху'}]",['Б']
Який захід партійно-радянського керівництва в другій половині 1950-х – першій половині 1960-х рр. вплинув на життєвий рівень населення України?,"[{'marker': 'А', 'text': 'збільшення присадибного господарства колгоспників'}, {'marker': 'Б', 'text': 'узаконення підприємницької діяльності в торговельній сфері'}, {'marker': 'В', 'text': 'ведення широкомасштабного індустріального житлового будівництва'}, {'marker': 'Г', 'text': 'створення системи побутових послуг і системи громадського харчування'}]",['В']
"**Проаналізуйте фрагмент історичного документа й виконайте завдання 18-20 до нього.**


«…організація ставить за мету вирішення чотирьох головних завдань: ознайомлення широких кіл української громадськості з Декларацією прав людини; сприяння виконанню статей заключного Акта з питань безпеки й співробітництва в Європі; домагання того, щоби на всіх міжнародних нарадах... Україну як суверенну європейську державу й члена ООН було представлено окремою делегацією; акредитування в Україні представників зарубіжної преси».*


Яка організація ставила перед собою завдання, зазначені в документі?","[{'marker': 'А', 'text': 'Українська робітничо-селянська спілка'}, {'marker': 'Б', 'text': 'Українська гельсінська група'}, {'marker': 'В', 'text': 'Народний рух України'}, {'marker': 'Г', 'text': 'Українська головна визвольна рада'}]",['Б']
"**Проаналізуйте фрагмент історичного документа й виконайте завдання 18-20 до нього.**


«…організація ставить за мету вирішення чотирьох головних завдань: ознайомлення широких кіл української громадськості з Декларацією прав людини; сприяння виконанню статей заключного Акта з питань безпеки й співробітництва в Європі; домагання того, щоби на всіх міжнародних нарадах... Україну як суверенну європейську державу й члена ООН було представлено окремою делегацією; акредитування в Україні представників зарубіжної преси».*


Діяльність організації засвідчувала","[{'marker': 'А', 'text': 'розвиток дисидентського руху.'}, {'marker': 'Б', 'text': 'загострення проблеми дефіциту.'}, {'marker': 'В', 'text': 'започаткування «хрущовських реформ».'}, {'marker': 'Г', 'text': 'розгортання нової хвилі процесу реабілітації.'}]",['А']
"Проаналізуйте уривок з історичного джерела: «Соціалістичне самоврядування реалізується в умовах широкої гласності шляхом участі всього колективу та його громадських організацій у виробленні найважливіших рішень і контролі за їх виконанням, виборності керівників та єдиноначальності в керуванні підприємством...».*


Його доречно використати для характеристики суспільного життя України доби","[{'marker': 'А', 'text': '«відлиги».'}, {'marker': 'Б', 'text': '«застою».'}, {'marker': 'В', 'text': '«перебудови».'}, {'marker': 'Г', 'text': '«незалежності».'}]",['В']
"Проаналізуйте уривок зі спогадів лідера кримських татар, народного депутата України Мустафи Джемілєва: «До речі, ""статистика"", що на ""референдумі"" було 83 % кримчан, із яких 96 % або 98 % висловилися за приєднання до Російської Федерації – абсолютна брехня. Ніколи такої активної участі в голосуванні не було й бути не може, там люди працюють у різних регіонах, а голосувати треба за місцем проживання. Зі 180 тис. кримських татар на ""дільниці"" прийшло тільки 900, до того ж більшість із них наївно думала, що потрібно сказати про своє бажання бути в складі України. І ми маємо секретне донесення ФСБ Криму своєму начальству в Москві. Реальна участь була 34,2 %, і не всі голосували за приєднання до РФ».*


Події якого року описано в ньому?","[{'marker': 'А', 'text': '1991 р.'}, {'marker': 'Б', 'text': '1996 р.'}, {'marker': 'В', 'text': '2003 р.'}, {'marker': 'Г', 'text': '2014 р.'}]",['Г']
Залізні знаряддя праці та зброю на українських землях першими почали виготовляти племена,"[{'marker': 'А', 'text': 'скіфів.'}, {'marker': 'Б', 'text': 'сарматів.'}, {'marker': 'В', 'text': 'трипільців.'}, {'marker': 'Г', 'text': 'кіммерійців.'}]",['Г']
Набіги на Русь-Україну (Київську державу) яких кочовиків припинено завдяки перемозі великого київського князя Ярослава Мудрого?,"[{'marker': 'А', 'text': 'половців'}, {'marker': 'Б', 'text': 'монголів'}, {'marker': 'В', 'text': 'хозарів'}, {'marker': 'Г', 'text': 'печенігів'}]",['Г']
"«Що мені вінець, коли татари лютують!»,* – так відповів на чергову пропозицію коронуватися посланцям Папи Римського","[{'marker': 'А', 'text': 'Ярослав Осмомисл.'}, {'marker': 'Б', 'text': 'Роман Мстиславович.'}, {'marker': 'В', 'text': 'Данило Романович.'}, {'marker': 'Г', 'text': 'Володимир Мономах.'}]",['В']
Князь Костянтин Іванович Острозький уславився як полководець часів,"[{'marker': 'А', 'text': 'Руси-України (Київської держави).'}, {'marker': 'Б', 'text': 'Речі Посполитої.'}, {'marker': 'В', 'text': 'Галицько-Волинської держави.'}, {'marker': 'Г', 'text': 'Великого князівства Литовського.'}]",['Г']
Яким роком датовано першу згадку про українських козаків у писемних джерелах?,"[{'marker': 'А', 'text': '1385 р.'}, {'marker': 'Б', 'text': '1478 р.'}, {'marker': 'В', 'text': '1489 р.'}, {'marker': 'Г', 'text': '1514 р.'}]",['В']
У результаті Люблінської унії українські землі Подніпров'я і Східного Поділля переходили під владу,"[{'marker': 'А', 'text': 'Османської імперії.'}, {'marker': 'Б', 'text': 'Московського царства.'}, {'marker': 'В', 'text': 'Польського королівства.'}, {'marker': 'Г', 'text': 'Молдавського князівства.'}]",['В']
"Яка битва Національно-визвольної війни українського народу середини ХVII ст. мала наслідок, описаний в уривку джерела: «І тільки трапилася нагода, що Хмельницький прислав послання з пропозицією про мир, як ляхи відразу ж прислали своїх посланців і підписали його. Ось статті цієї угоди. Військо козацьке має складатися лише з двадцяти тисяч...»?","[{'marker': 'А', 'text': 'Берестейська'}, {'marker': 'Б', 'text': 'Пилявецька'}, {'marker': 'В', 'text': 'Батозька'}, {'marker': 'Г', 'text': 'Конотопська'}]",['А']
"«Літопис Самовидця» Романа Ракушки-Романовського, «Літопис» Григорія Граб'янки, «Літопис» Самійла Величка –","[{'marker': 'А', 'text': 'церковні морально-повчальні твори.'}, {'marker': 'Б', 'text': ""публіцистичні твори на захист православ'я.""}, {'marker': 'В', 'text': 'упорядкування житій святих козацької доби.'}, {'marker': 'Г', 'text': 'твори про козацьку добу в українській історії.'}]",['Г']
Діяльність Другої Малоросійської колегії спрямовано на,"[{'marker': 'А', 'text': 'повернення козаків Задунайської Січі на Запоріжжя.'}, {'marker': 'Б', 'text': 'ліквідацію решток автономного устрою Гетьманщини.'}, {'marker': 'В', 'text': 'упорядкування системи правління в Запорозькій Січі.'}, {'marker': 'Г', 'text': 'запровадження полкового устрою на Слобідській Україні.'}]",['Б']
"Коли відбулася російсько-турецька війна, що створила передумови для ліквідації Задунайської Січі?","[{'marker': 'А', 'text': '1768-1774 рр.'}, {'marker': 'Б', 'text': '1787-1791 рр.'}, {'marker': 'В', 'text': '1806-1812 рр.'}, {'marker': 'Г', 'text': '1828-1829 рр.'}]",['Г']
Започаткування нової української літератури в західноукраїнських землях пов'язують із діяльністю,"[{'marker': 'А', 'text': '«Руської трійці».'}, {'marker': 'Б', 'text': 'Собору руських учених.'}, {'marker': 'В', 'text': 'Галицько-руської матиці.'}, {'marker': 'Г', 'text': 'освітнього товариства галицьких греко-католицьких священників.'}]",['А']
"Про кого з діячів науки першої половини ХІХ ст. ідеться: «Історик, перший ректор Київського університету Св. Володимира, основоположник української фольклористики, автор збірок українських народних пісень»?","[{'marker': 'А', 'text': 'В. Каразіна'}, {'marker': 'Б', 'text': 'Я. Головацького'}, {'marker': 'В', 'text': 'М. Максимовича'}, {'marker': 'Г', 'text': 'М.Остроградського'}]",['В']
Виконання селянами Наддніпрянської України повинностей на користь поміщика після отримання ними особистих і майнових свобод царська влада закріплювала,"[{'marker': 'А', 'text': ""впровадженням стану тимчасовозобов'язаних.""}, {'marker': 'Б', 'text': 'відмовою викупу орних земель у поміщиків.'}, {'marker': 'В', 'text': 'відродженням общинного землеволодіння.'}, {'marker': 'Г', 'text': 'запровадженням зрівняльного землекористування.'}]",['А']
Що створило передумови для поширення «Просвіт» у Наддніпрянській Україні?,"[{'marker': 'А', 'text': 'ліквідація греко-католицької церкви на Правобережжі 1839 р.'}, {'marker': 'Б', 'text': 'реалізація реформ 1860-х – 1870-х рр. у Російській імперії'}, {'marker': 'В', 'text': 'запровадження «нової ери» в українсько-польських відносинах 1890-1892 рр.'}, {'marker': 'Г', 'text': 'розгортання подій російської революції 1905-1907 рр.'}]",['Г']
"**Проаналізуйте фрагмент історичного документа**


«Відозва Загальної української ради.*


*За всяку ціну завзялася російська імперія загарбати українські землі Австро-Угорщини...

[...]*


*Уже другий раз у часи цієї війни насувається на українські землі Австро-Угорщини російський наступ. Другий раз українське населення Галичини, Буковини й північно-східної Угорщини попадає в огонь національного й релігійного переслідування з боку Росії.*


*Під час першого наступу Росія з найбільшою брутальністю прагнула до повного знищення українського життя...*


*І тепер в часи другого наступу всі ті вчинки повторюються!»


Загальна українська рада оприлюднила цитоване звернення у","[{'marker': 'А', 'text': '1914 р.'}, {'marker': 'Б', 'text': '1916 р.'}, {'marker': 'В', 'text': '1918 р.'}, {'marker': 'Г', 'text': '1920 р.'}]",['Б']
"**Проаналізуйте фрагмент історичного документа**


«Відозва Загальної української ради.*


*За всяку ціну завзялася російська імперія загарбати українські землі Австро-Угорщини...

[...]*


*Уже другий раз у часи цієї війни насувається на українські землі Австро-Угорщини російський наступ. Другий раз українське населення Галичини, Буковини й північно-східної Угорщини попадає в огонь національного й релігійного переслідування з боку Росії.*


*Під час першого наступу Росія з найбільшою брутальністю прагнула до повного знищення українського життя...*


*І тепер в часи другого наступу всі ті вчинки повторюються!»


Появу звернення зумовлено","[{'marker': 'А', 'text': 'завершенням Галицької битви.'}, {'marker': 'Б', 'text': 'початком «Листопадового зриву».'}, {'marker': 'В', 'text': 'здійсненням Чортківської офензиви.'}, {'marker': 'Г', 'text': 'проведенням Брусиловського прориву.'}]",['Г']
"**Проаналізуйте фрагмент історичного документа**


«Відозва Загальної української ради.*


*За всяку ціну завзялася російська імперія загарбати українські землі Австро-Угорщини...

[...]*


*Уже другий раз у часи цієї війни насувається на українські землі Австро-Угорщини російський наступ. Другий раз українське населення Галичини, Буковини й північно-східної Угорщини попадає в огонь національного й релігійного переслідування з боку Росії.*


*Під час першого наступу Росія з найбільшою брутальністю прагнула до повного знищення українського життя...*


*І тепер в часи другого наступу всі ті вчинки повторюються!»


У роки Першої світової війни Загальна українська рада","[{'marker': 'А', 'text': 'виступала за нейтралітет українців у війні.'}, {'marker': 'Б', 'text': 'була прихильною до влади Австро-Угорщини.'}, {'marker': 'В', 'text': 'вимагала негайного проголошення незалежності України.'}, {'marker': 'Г', 'text': 'підтримувала політику Росії на західноукраїнських землях.'}]",['Б']
"В уривку з історичного джерела «Після прийняття рішення про необхідність підняття загального повстання в Україні польовий повстанський штаб приступив до підготовчих заходів щодо його організації. Вирішено було пустити два відділи: південний – на Поділля, північний – на Волинь. Водночас мусить бути проведений комбінований виступ у Першій повстанській групі під керуванням командира І групи генерал-хорунжого Гулого…» ідеться про підготовку до","[{'marker': 'А', 'text': 'повстання Н. Григор’єва.'}, {'marker': 'Б', 'text': 'радянсько-польської війни.'}, {'marker': 'В', 'text': 'Другого Зимового походу Армії УНР.'}, {'marker': 'Г', 'text': 'антигетьманського повстання Директорії.'}]",['В']
"Укажіть наслідок дій партійно-радянського керівництва, зазначених в уривку з історичного джерела: «Щоб подолати куркульський опір  хлібозаготівлям, установити занесення на “чорну дошку” колгоспів, що злісно саботують здачу (продаж) хліба за державним планом… Провести  перевірку складу колгоспів та очищення від контрреволюційних елементів – організаторів зриву хлібозаготівель».*","[{'marker': 'А', 'text': 'згортання політики «коренізації»'}, {'marker': 'Б', 'text': 'початок «Великого терору»'}, {'marker': 'В', 'text': 'розгортання Голодомору'}, {'marker': 'Г', 'text': 'здійснення акції «пацифікації»'}]",['В']
Що характерно для розвитку науки в Україні в 1930-ті рр.?,"[{'marker': 'А', 'text': 'розрив зв’язків між прикладною наукою і виробництвом'}, {'marker': 'Б', 'text': 'поглиблення співпраці вітчизняних і зарубіжних науковців'}, {'marker': 'В', 'text': 'фінансування наукових розробок громадськими організаціями'}, {'marker': 'Г', 'text': 'установлення партійно-ідеологічного контролю за науковою діяльністю'}]",['Г']
Яка українська партія в 1920 – 1930-ті рр. мала найбільше представництво в польському Сеймі?,"[{'marker': 'А', 'text': 'Організація українських націоналістів (ОУН)'}, {'marker': 'Б', 'text': 'Комуністична партія Західної України (КПЗУ)'}, {'marker': 'В', 'text': 'Українська соціал-демократична партія (УСДП)'}, {'marker': 'Г', 'text': 'Українське національно-демократичне об’єднання (УНДО)'}]",['Г']
"**Проаналізуйте фрагмент історичного документа й виконайте завдання 12–14.**


«Українці Закарпаття! Цей рік уписується в історію закарпатської землі як ще одна чорна дата. Замість згаданої свободи цей рік приніс тільки зміну окупантів – ... прийшли московсько-більшовицькі пригноблювачі, які своєю окупаційною практикою залишили далеко позаду своїх попередників. Захопленням Закарпаття Червона Москва завершила, в основному, насильницьке об’єднання всіх українських земель, надівши своє ярмо на шию всьому українському народу»


Про події якого року йдеться в листівці?","[{'marker': 'А', 'text': '1939 р.'}, {'marker': 'Б', 'text': '1941 р.'}, {'marker': 'В', 'text': '1944 р.'}, {'marker': 'Г', 'text': '1951 р.'}]",['В']
"**Проаналізуйте фрагмент історичного документа й виконайте завдання 12–14.**


«Українці Закарпаття! Цей рік уписується в історію закарпатської землі як ще одна чорна дата. Замість згаданої свободи цей рік приніс тільки зміну окупантів – ... прийшли московсько-більшовицькі пригноблювачі, які своєю окупаційною практикою залишили далеко позаду своїх попередників. Захопленням Закарпаття Червона Москва завершила, в основному, насильницьке об’єднання всіх українських земель, надівши своє ярмо на шию всьому українському народу»


З таким посланням до українців Закарпаття зверталося керівництво","[{'marker': 'А', 'text': 'сойму Карпатської України.'}, {'marker': 'Б', 'text': 'уряду Королівства Угорщини.'}, {'marker': 'В', 'text': 'рейхстагу нацистської Німеччини.'}, {'marker': 'Г', 'text': 'проводу Організації українських націоналістів.'}]",['Г']
"**Проаналізуйте фрагмент історичного документа й виконайте завдання 12–14.**


«Українці Закарпаття! Цей рік уписується в історію закарпатської землі як ще одна чорна дата. Замість згаданої свободи цей рік приніс тільки зміну окупантів – ... прийшли московсько-більшовицькі пригноблювачі, які своєю окупаційною практикою залишили далеко позаду своїх попередників. Захопленням Закарпаття Червона Москва завершила, в основному, насильницьке об’єднання всіх українських земель, надівши своє ярмо на шию всьому українському народу»


«Захоплення Закарпаття Червоною Москвою» відбулося в результаті","[{'marker': 'А', 'text': 'здійснення Акта Злуки.'}, {'marker': 'Б', 'text': 'подій «золотого вересня».'}, {'marker': 'В', 'text': 'підписання Мюнхенської угоди.'}, {'marker': 'Г', 'text': 'наступальних дій радянської армії.'}]",['Г']
Колективізацію сільського господарства в 1940 – 1950-ті рр. здійснено в,"[{'marker': 'А', 'text': 'Східній Україні.'}, {'marker': 'Б', 'text': 'Західній Україні.'}, {'marker': 'В', 'text': 'Південній Україні.'}, {'marker': 'Г', 'text': 'Центральній Україні.'}]",['Б']
Що було характерним для внутрішньополітичного життя Української РСР наприкінці 1940 – на початку 1950-х рр.?,"[{'marker': 'А', 'text': 'розвінчання «культу особи»'}, {'marker': 'Б', 'text': 'пропагування концепції «розвиненого соціалізму»'}, {'marker': 'В', 'text': 'упровадження практики реабілітації незаконно засуджених осіб'}, {'marker': 'Г', 'text': 'розгортання кампанії боротьби з «безрідним космополітизмом»'}]",['Г']
Укажіть одну з особливостей розвитку освіти УРСР у середині 1960 – на початку 1980-х рр.,"[{'marker': 'А', 'text': 'збільшення кількості шкіл з українською мовою навчання'}, {'marker': 'Б', 'text': 'завершення переходу до обов’язкової загальної середньої освіти'}, {'marker': 'В', 'text': 'поява навчальних закладів нового типу – гімназій, ліцеїв, колегіумів'}, {'marker': 'Г', 'text': 'переорієнтація профтехосвіти на підготовку фахівців сфери обслуговування'}]",['Б']
"Прочитайте уривок із резолюції одного з мітингів українських студентів і виконайте завдання.


«Ми, студенти київських вишів, які зібралися до наметового містечка на підтримку голодуючих студентів.., уважаємо необхідним прийняття вимог голодуючих, а саме:

1. Відставка Голови Ради Міністрів В. Масола.

2. Націоналізація майна КПРС та ВЛКСМ на території України.

3. Прийняття рішення про службу юнаків у війську тільки в межах України…»


У документі відображено вимоги протестувальників під час","[{'marker': 'А', 'text': '«Помаранчевої революції».'}, {'marker': 'Б', 'text': '«культурної революції».'}, {'marker': 'В', 'text': '«революції на граніті».'}, {'marker': 'Г', 'text': '«революції Гідності».'}]",['В']
Спеціальна місія якої міжнародної організації здійснює на Донбасі моніторинг і верифікацію виконання Мінських домовленостей?,"[{'marker': 'А', 'text': 'Ради Європи (РЄ)'}, {'marker': 'Б', 'text': 'Європейського Союзу (ЄС)'}, {'marker': 'В', 'text': 'Організації Об’єднаних Націй (ООН)'}, {'marker': 'Г', 'text': 'Організації з безпеки і співробітництва в Європі (ОБСЄ)'}]",['Г']
Кіммерійські племена,"[{'marker': 'А', 'text': 'здійснювали грабіжницькі набіги.'}, {'marker': 'Б', 'text': 'засновували торговельні факторії.'}, {'marker': 'В', 'text': 'зводили систему прикордонних укріплень – валів.'}, {'marker': 'Г', 'text': 'освоювали нові території для розвитку землеробства.'}]",['А']
"Прочитайте уривок із джерела й виконайте завдання.


«...І мовив Святослав: “Уже нам нікуди дітись, а волею і неволею [доведеться] стати насупроти. Тож не осоромимо землі Руської, а ляжемо кістьми тут, бо ж мертвий сорому не зазнає. Якщо ж побіжимо ми, – то сором нам. Тож не  втечемо, а станемо кріпко, і я перед вами піду. Якщо моя голова ляже, – тоді [самі] подумайте про себе”. І сказали вої: “Де голова твоя ляже, там і наші голови ми зложимо”... І зіткнулися обидва війська, і була січа велика, і одолів Святослав їх...»


Цитовану промову князь проголосив перед битвою з","[{'marker': 'А', 'text': 'хозарами.'}, {'marker': 'Б', 'text': 'варягами.'}, {'marker': 'В', 'text': 'печенігами.'}, {'marker': 'Г', 'text': 'візантійцями.'}]",['Г']
В уривку з історичного джерела «[Князь Лев] захотів собі частини в землі Польській… Поїхав до Ногая окаянного проклятого. [Просити] допомоги для себе в поході проти Ляхів...» ідеться про союзників галицько-волинського князя –,"[{'marker': 'А', 'text': 'хазарів.'}, {'marker': 'Б', 'text': 'монголів.'}, {'marker': 'В', 'text': 'печенігів.'}, {'marker': 'Г', 'text': 'половців.'}]",['Б']
"У якому році відбулася подія, описана в уривку з історичного джерела: «…государ Ягайло, великий князь, з усіма своїми ще не хрещеними братами, ближніми, …жагуче бажає і просить прийняти їх у католицьку віру святої Римської церкви… обіцяє свої литовські й руські землі навік приєднати до королівства Польського…»?","[{'marker': 'А', 'text': '1385 р.'}, {'marker': 'Б', 'text': '1413 р.'}, {'marker': 'В', 'text': '1569 р.'}, {'marker': 'Г', 'text': '1596 р.'}]",['А']
