question,answers,correct_answers
"Суфікс ***-ств-*** треба писати в іменниках, утворених від обох слів у рядку","[{'marker': 'А', 'text': 'дитина, пірат'}, {'marker': 'Б', 'text': 'козак, товариш'}, {'marker': 'В', 'text': 'студент, жінка'}, {'marker': 'Г', 'text': 'будівник, брат'}]",['А']
Разом треба писати всі слова в рядку,"[{'marker': 'А', 'text': 'на/чисто, з/ранку, в/основному'}, {'marker': 'Б', 'text': 'в/літку, по/тихеньку, на/вічно'}, {'marker': 'В', 'text': 'без/упину, на/весні, від/тоді'}, {'marker': 'Г', 'text': 'до/нині, за/надто, до/вподоби'}]",['Б']
Букву ***й*** треба писати на місці пропуску в усіх словах рядка,"[{'marker': 'А', 'text': 'кромань..онець, сер..озний, бо..овий'}, {'marker': 'Б', 'text': 'зна..омство, баталь..он, тра..єкторія'}, {'marker': 'В', 'text': 'привіле..ований, гость..овий, буль..он'}, {'marker': 'Г', 'text': 'шампінь..он, треть..ого, кур..озний'}]",['А']
НЕМАЄ орфографічних помилок у варіанті,"[{'marker': 'А', 'text': 'Основи правильного харчування та базові фізичні вправи сьогодні знає чи не кожен, хто має бажання почувати себе впевненно за будь яких обставин.'}, {'marker': 'Б', 'text': ""Запорукою краси та здоров'я насамперед є збалансованний щоденний рацион та оптимальне фізичне навантаження.""}, {'marker': 'В', 'text': 'Вибір продуктів, технологія приготування страв та особливості споживання їх мають бути підпорядковані правилам здорового харчування.'}, {'marker': 'Г', 'text': ""Не зважаючи на розмаїття пропонованих практик здорового харчування, їх об'єднує принцип чіткого поділу продуктів на користні та шкідливі.""}]",['В']
НЕМАЄ закінчення в обох словах рядка,"[{'marker': 'А', 'text': 'співаючи, пальто'}, {'marker': 'Б', 'text': 'ухвалено, будинок'}, {'marker': 'В', 'text': 'сорок, по-полтавськи'}, {'marker': 'Г', 'text': 'навперейми, змито'}]",['Г']
"**Прочитайте текст із пронумерованими пропусками. Завдання стосується пропуску, номер якого виділено жирним шрифтом. Доберіть для цього пропуску правильний варіант з-поміж запропонованих.**


*Американський психолог, педагог, публіцист Дейл Карнегі розробив **(34)** **__________** концепцію (35)* *__________ спілкування, якої дотримувався й сам. Він жив за принципом: у світі немає поганих людей, є лише (36)* *__________ обставини, які насправді можемо легко подолати, змінивши (37)* *__________ до них і в такий спосіб припинивши псувати настрій як собі, так і (38)* *__________.*","[{'marker': 'А', 'text': 'особову'}, {'marker': 'Б', 'text': 'власну'}, {'marker': 'В', 'text': 'приватну'}, {'marker': 'Г', 'text': 'осібну'}]",['Б']
"**Прочитайте текст із пронумерованими пропусками. Завдання стосується пропуску, номер якого виділено жирним шрифтом. Доберіть для цього пропуску правильний варіант з-поміж запропонованих.**


*Американський психолог, педагог, публіцист Дейл Карнегі розробив (34) __________ концепцію **(35)*** ***__________** спілкування, якої дотримувався й сам. Він жив за принципом: у світі немає поганих людей, є лише (36)* *__________ обставини, які насправді можемо легко подолати, змінивши (37)* *__________ до них і в такий спосіб припинивши псувати настрій як собі, так і (38)* *__________.*","[{'marker': 'А', 'text': 'несуперечливого'}, {'marker': 'Б', 'text': 'безконфліктного'}, {'marker': 'В', 'text': 'неконтраверсійного'}, {'marker': 'Г', 'text': 'беззаперечного'}]",['Б']
"**Прочитайте текст із пронумерованими пропусками. Завдання стосується пропуску, номер якого виділено жирним шрифтом. Доберіть для цього пропуску правильний варіант з-поміж запропонованих.**


*Американський психолог, педагог, публіцист Дейл Карнегі розробив (34) __________ концепцію (35)* *__________ спілкування, якої дотримувався й сам. Він жив за принципом: у світі немає поганих людей, є лише **(36)*** ***__________** обставини, які насправді можемо легко подолати, змінивши (37)* *__________ до них і в такий спосіб припинивши псувати настрій як собі, так і (38)* *__________.*","[{'marker': 'А', 'text': 'несприятливі'}, {'marker': 'Б', 'text': 'неласкаві'}, {'marker': 'В', 'text': 'непривітні'}, {'marker': 'Г', 'text': 'неприязні'}]",['А']
"**Прочитайте текст із пронумерованими пропусками. Завдання стосується пропуску, номер якого виділено жирним шрифтом. Доберіть для цього пропуску правильний варіант з-поміж запропонованих.**


*Американський психолог, педагог, публіцист Дейл Карнегі розробив (34) __________ концепцію (35)* *__________ спілкування, якої дотримувався й сам. Він жив за принципом: у світі немає поганих людей, є лише (36)* *__________ обставини, які насправді можемо легко подолати, змінивши **(37)*** ***__________** до них і в такий спосіб припинивши псувати настрій як собі, так і (38)* *__________.*","[{'marker': 'А', 'text': 'взаємини'}, {'marker': 'Б', 'text': 'ставлення'}, {'marker': 'В', 'text': 'відносини'}, {'marker': 'Г', 'text': 'стосунки'}]",['Б']
"**Прочитайте текст із пронумерованими пропусками. Завдання стосується пропуску, номер якого виділено жирним шрифтом. Доберіть для цього пропуску правильний варіант з-поміж запропонованих.**


*Американський психолог, педагог, публіцист Дейл Карнегі розробив (34) __________ концепцію (35)* *__________ спілкування, якої дотримувався й сам. Він жив за принципом: у світі немає поганих людей, є лише (36)* *__________ обставини, які насправді можемо легко подолати, змінивши (37)* *__________ до них і в такий спосіб припинивши псувати настрій як собі, так і **(38)*** ***__________**.*","[{'marker': 'А', 'text': 'довкіллю'}, {'marker': 'Б', 'text': 'оточуючим'}, {'marker': 'В', 'text': 'оточенню'}, {'marker': 'Г', 'text': 'середовищу'}]",['В']
"Прочитайте вислів-рекомендацію.


*Для успішної підготовки проєкту вкрай важливо працювати з однодумцями, бо згуртована команда спроможна подолати всі перешкоди.*


НЕ ВІДПОВІДАЄ наведеному вислову за своїм змістом речення","[{'marker': 'А', 'text': ""Запам'ятайте: працюючи з однодумцями над підготовкою проєкту, ви переконаєтеся, що лише згуртована команда спроможна подолати всі перешкоди.""}, {'marker': 'Б', 'text': 'Зауважте, що для успішної підготовки проєкту треба згуртувати команду однодумців – і вона, ця команда, зможе подолати всі перешкоди.'}, {'marker': 'В', 'text': 'Майте на увазі: над проєктом потрібно працювати з однодумцями, оскільки згуртована команда здолає всі перешкоди.'}, {'marker': 'Г', 'text': 'Візьміть до уваги: працюючи зі згуртованою командою над підготовкою проекту, ви пересвідчитеся в здатності однодумців долати всі перешкоди.'}, {'marker': 'Д', 'text': 'Зважте, чи доцільно згуртовувати в одну команду однодумців для роботи над проектом задля подолання всіх можливих перешкод.'}]",['Д']
НЕПРАВИЛЬНО оформлено пряму мову в реченні,"[{'marker': 'А', 'text': 'Почувши, як Олесь бідкається через складне домашнє завдання, Оксана підбадьорливо сказала: «Не переймайся так, насправді все тут доволі просто».'}, {'marker': 'Б', 'text': '«А я сама вигадую щасливі прикмети: почула музику, зустріла когось у яскравому одязі – трапиться щось хороше!», – ділилася позитивом Уляна.'}, {'marker': 'В', 'text': '«Рухатися завжди треба туди, куди хочеш, а не туди, куди начебто йдуть усі», – любив цитувати свого наставника Орест.'}, {'marker': 'Г', 'text': '«Або ти не можеш нічóго змінити – і тоді хвилюватися немає сенсу, або можеш – і тоді перейматися нíчого, – сказав мудрець і пояснив: – Не марнуй сил на сумніви».'}, {'marker': 'Д', 'text': '«Вихід зі складної ситуації там, де й вхід, – жартує Мирослава. – Чомусь песимісти цього не розуміють».'}]",['Б']
"Прочитайте речення (цифра позначає попередній розділовий знак).


*Франсуа Рабле на всяк лад регоче з усюдисущих пройдисвітів,**(1)** шарлатанів,**(2)** ненажер,**(3)** але для повного відчуття глибини цієї сатири необхідно зануритися в стихію гіпербол,**(4)** щедро вжитих автором:**(5)** те,**(6)** що нерідко видається хибним і перебільшеним,**(7)** часто спростовує пихато виголошені марнославцями вимоги.*


НЕПРАВИЛЬНИМ є обґрунтування вживання розділових знаків, запропоноване в рядку","[{'marker': 'А', 'text': 'коми 1,2 – при однорідних членах речення'}, {'marker': 'Б', 'text': ""кома 3 – між частинами складного речення, що поєднані сурядним зв'язком""}, {'marker': 'В', 'text': 'кома 4 – при відокремленій обставині'}, {'marker': 'Г', 'text': ""двокрапка 5 – між частинами складного речення, що поєднані безсполучниковим зв'язком""}, {'marker': 'Д', 'text': 'коми 6, 7 – для виділення підрядної частини складного речення'}]",['В']
"Граматично правильне продовження речення «*Перечитуючи твої листи,..*» наведено в рядку","[{'marker': 'А', 'text': 'у мене покращився настрій.'}, {'marker': 'Б', 'text': 'мені пригадалися давні події.'}, {'marker': 'В', 'text': 'Карпати здавалися реальністю.'}, {'marker': 'Г', 'text': 'є можливість поринути в минуле.'}, {'marker': 'Д', 'text': 'знову згадую нашу цікаву подорож.'}]",['Д']
"Укажіть правильний варіант послідовного заповнення пропусків.


*Навіть у __________ куточку бабусиної оселі пахло м'ятою, чорнобривцями й* *__________.*","[{'marker': 'А', 'text': 'найбільш дальшому, полинью'}, {'marker': 'Б', 'text': 'якнайдалекішому, полиньом'}, {'marker': 'В', 'text': 'найдальшому, полином'}, {'marker': 'Г', 'text': 'щонайдальшому, полинем'}, {'marker': 'Д', 'text': 'найдальнішому, полинню'}]",['В']
"Укажіть правильний варіант послідовного заповнення пропусків.


*Нагадую, __________, що сьогодні я* *__________ до Вас практикантів.*","[{'marker': 'А', 'text': 'Микола Геннадійович, привозжу'}, {'marker': 'Б', 'text': 'Миколу Геннадійовичу, привожжу'}, {'marker': 'В', 'text': 'Миколо Геннадійовиче, привожджу'}, {'marker': 'Г', 'text': 'Миколу Геннадійовиче, приводю'}, {'marker': 'Д', 'text': 'Миколо Геннадійовичу, приводжу'}]",['Д']
"Укажіть правильний варіант послідовного заповнення пропусків.


*__________, близько __________ відсотків персоналу нашої установи виконують до* *__________ відсотків усієї роботи.*","[{'marker': 'А', 'text': 'Згідно моїх спостережень, двадцяти, восьмидесяти'}, {'marker': 'Б', 'text': 'По моїм спостереженням, двадцять, вісімдесят'}, {'marker': 'В', 'text': 'Згідно моїм спостереженням, двадцятьох, вісьмидесятьох'}, {'marker': 'Г', 'text': 'За моїми спостереженнями, двадцяти, вісімдесяти'}, {'marker': 'Д', 'text': 'По моїх спостереженнях, двадцятьох, вісьмохдесятьох'}]",['Г']
"Укажіть правильний варіант послідовного заповнення пропусків.


*Іменинниця попросила своїх __________ налаштуватися на* *__________ дійство.*","[{'marker': 'А', 'text': 'гостей, захоплене'}, {'marker': 'Б', 'text': 'гостів, захоплююче'}, {'marker': 'В', 'text': 'гостів, захопливе'}, {'marker': 'Г', 'text': 'гостів, захоплююче'}, {'marker': 'Д', 'text': 'гостей, захопливе'}]",['Д']
"Укажіть правильний варіант послідовного заповнення пропусків.


*Під час тренінгу ми навчимо вас __________ впливу на потенційного працедавця і розкриємо секрети того, як створити* *__________ резюме.*","[{'marker': 'А', 'text': 'дієвим прийомам, якісну'}, {'marker': 'Б', 'text': 'дієвих прийомів, якісний'}, {'marker': 'В', 'text': 'дієвим прийомам, якісний'}, {'marker': 'Г', 'text': 'дієвих прийомів, якісну'}, {'marker': 'Д', 'text': 'дієвих прийомів, якісне'}]",['Д']
"Удовин син, мати, сестра, кохана – ключові образи твору","[{'marker': 'А', 'text': '«Засвіт встали козаченьки»'}, {'marker': 'Б', 'text': '«Чи не той то хміль»'}, {'marker': 'В', 'text': '«Дума про Марусю Богуславку»'}, {'marker': 'Г', 'text': '«Ой Морозе, Морозенку»'}, {'marker': 'Д', 'text': '«Ой летіла стріла»'}]",['Д']
"«*Лише малого я у вас прошу: дайте мені од двора по три голуби і по три горобці. Бо не хочу я тяжкі данини накласти на вас, як ото муж мій, а сього прошу у вас малого*…» – говорить","[{'marker': 'А', 'text': 'княгиня Ольга'}, {'marker': 'Б', 'text': 'Маруся Богуславка'}, {'marker': 'В', 'text': 'Мирослава'}, {'marker': 'Г', 'text': ' Ярославна'}, {'marker': 'Д', 'text': 'Леся Череванівна'}]",['А']
"Звертається до співвітчизників з проханням згадати його «*в сім’ї вольній, новій … незлим тихим словом»","[{'marker': 'А', 'text': 'Григорій Сковорода'}, {'marker': 'Б', 'text': 'Іван Франко'}, {'marker': 'В', 'text': 'Тарас Шевченко'}, {'marker': 'Г', 'text': 'Олександр Олесь'}, {'marker': 'Д', 'text': 'Василь Стус'}]",['В']
"В уривку поезії Максима Рильського:


*Він ходив полями і гаями,

Він любив, він жив, горів, творив,

Кононівськими пройшов ланами

І зустрів він «мужика» між нив, –*


ідеться про","[{'marker': 'А', 'text': 'Івана Нечуя-Левицького'}, {'marker': 'Б', 'text': 'Панаса Мирного'}, {'marker': 'В', 'text': ' Івана Франка'}, {'marker': 'Г', 'text': 'Михайла Коцюбинського'}, {'marker': 'Д', 'text': 'Остапа Вишню'}]",['Г']
"«Сестру я вашу так любив – / Дитинно, злотоцінно», – зізнається ліричний герой поезії, де є рядок","[{'marker': 'А', 'text': '«Зимовий вечір. Тиша. Ми…»'}, {'marker': 'Б', 'text': '«Кохана спить, кохана спить…»'}, {'marker': 'В', 'text': '«В житті ти мною згордувала…»'}, {'marker': 'Г', 'text': '«Лови летючу мить життя!..»'}, {'marker': 'Д', 'text': '«Інші кохатимуть люди…»'}]",['А']
Зав’язкою у творі «Тигролови» є,"[{'marker': 'А', 'text': 'змалювання поїзда-дракона, у якому везуть в’язнів'}, {'marker': 'Б', 'text': 'утеча Григорія Многогрішного з поїзда'}, {'marker': 'В', 'text': 'зустріч Многогрішного й Медвина в тайзі'}, {'marker': 'Г', 'text': 'поїздка Григорія з Грицьком до Хабаровська'}, {'marker': 'Д', 'text': 'знайомство Григорія з родиною Сірків'}]",['Б']
"Проблеми українізації у 20-х рр. ХХ ст. порушено у творі, де діють","[{'marker': 'А', 'text': 'тьотя Мотя й Мокій Мазайло'}, {'marker': 'Б', 'text': 'Софія Дорошенко й Марта'}, {'marker': 'В', 'text': 'Марися Боруля й Націєвський'}, {'marker': 'Г', 'text': 'То-Ма-Кі й Тайах'}, {'marker': 'Д', 'text': ' доктор Тагабат й Андрюша'}]",['А']
Автобіографічний роман про роботу на кінофабриці в Одесі написав,"[{'marker': 'А', 'text': 'Микола Хвильовий'}, {'marker': 'Б', 'text': 'Юрій Яновський'}, {'marker': 'В', 'text': 'Остап Вишня'}, {'marker': 'Г', 'text': 'Олександр Довженко'}, {'marker': 'Д', 'text': 'Валер’ян Підмогильний'}]",['Б']
Головну думку твору «Мартин Боруля» можна увідповіднити з прислів’ям,"[{'marker': 'А', 'text': 'Гріх пишатися й других зневажать: хто вище залізе – дужче падає.'}, {'marker': 'Б', 'text': 'Добре там живеться, де гуртом сіється й ореться.'}, {'marker': 'В', 'text': 'Брехнею світ пройдеш, та назад не вернешся.'}, {'marker': 'Г', 'text': 'Кохайте щиро правдоньку – і дасть вам Бог одрадоньку.'}, {'marker': 'Д', 'text': ' Як батьки ставляться до своїх батьків, так і діти ставитимуться до них.'}]",['А']
"«*Ти не знаєш, як можна любити те, що люди називають артизмом, що живе в нас і заповняє нашу душу... Се щось таке велике, сильне... Заглушити в собі той світ, щоб жити лише для одного чоловіка і для самих дітей? Се неможливо... мені неможливо... тому неможливо, хто носить справдішній артизм у душі!..» – переконана героїня твору","[{'marker': 'А', 'text': '«Тіні забутих предків»'}, {'marker': 'Б', 'text': '«Мартин Боруля»'}, {'marker': 'В', 'text': '«Місто»'}, {'marker': 'Г', 'text': '«Я (Романтика)»'}, {'marker': 'Д', 'text': '«Valse mélancolique»'}]",['Д']
"«*Лучче посідію дівкою, як піду замуж за таких женихів, як на мені сватались… Нехай вони будуть розумні, багаті і письменнійші од нашого возного, та коли серце моє не лежить до їх і коли мені вони осоружні!..» – заявляє матері","[{'marker': 'А', 'text': 'Галя Ґудзь'}, {'marker': 'Б', 'text': 'Леся Череванівна'}, {'marker': 'В', 'text': 'Наталка Полтавка'}, {'marker': 'Г', 'text': 'Марися Боруля'}, {'marker': 'Д', 'text': 'Маруся Чурай'}]",['В']
Ознаки постмодернізму відчутні в рядках,"[{'marker': 'А', 'text': '*Раптово усі поставали борцями.\n Усі з піджаків майорять прапорцями.\n А я – не борець, не трибун, не оратор.\n Дурна в мене вдача, паскудний карахтер…*'}, {'marker': 'Б', 'text': '*Ти не дивись, що буде там,\n Чи забуття, чи зрада:\n Весна іде назустріч вам,\n Весна в сей час вам рада.*'}, {'marker': 'В', 'text': '*Як я малим збирався навесні\n Піти у світ незнаними шляхами,\n Сорочку мати вишила мені\n Червоними і чорними нитками.*'}, {'marker': 'Г', 'text': '*В довгу, темную нічку невидну\n Не стулю ні на хвильку очей,\n Все шукатиму зірку провідну,\n Ясну владарку темних ночей.*'}, {'marker': 'Д', 'text': '*Внук кремезного чумака,\n Січовика блідий праправнук,\n Я закохавсь в гучних віках,\n Я волю полюбив державну.*'}]",['А']
"«*Яскравий зразок реалістичної соціально-побутової повісті, у якій на матеріалі з повсякденного життя селянства розкрито внутрішні спонукання та імпульси дрібних власників утвердити себе господарями на землі…» – сказано про твір, де","[{'marker': 'А', 'text': 'чоловік з лихим товариством убиває на хуторі майже всю родину'}, {'marker': 'Б', 'text': 'невістка йде на прощу до Києва й залишається там жити в проскурниці'}, {'marker': 'В', 'text': 'парубок після заробітків повертається в Полтаву до коханої дівчини'}, {'marker': 'Г', 'text': 'донька відрікається від батька, який зрадив громаду та став на бік ворога'}, {'marker': 'Д', 'text': 'піп із сином приїжджають на хутір до заможного пана – колишнього козака'}]",['Б']
"Словами «*А що ти усумнивсь на момент / Щодо волі моєї, / То, побачивши сю вітчину, / Сам не вступиш до неї…» звертається","[{'marker': 'А', 'text': 'Горбань до Івана Іскри'}, {'marker': 'Б', 'text': 'Зевс до Енея'}, {'marker': 'В', 'text': ' дядько Лев до Лукаша'}, {'marker': 'Г', 'text': 'Єгова до Мойсея'}, {'marker': 'Д', 'text': 'Святослав до князя Ігоря'}]",['Г']
"**Проаналізуйте твір і виконайте завдання до нього.**


*ПАРНАС*


*І враз ні стін, ні ґрат, ні стелі.

Хтось невидимий ізбудив

Світ Калинцевих візій-див,

Драчеві клекоти і хмелі,*


*Рій Вінграновських інвектив,

Чаклунство Ліни, невеселі

Голобородькові пастелі

І Стусів бас-речитатив.*


*Парнас! І що ті шмони й допит?

Не вірю в будень, побут, клопіт –

В мізерію, дрібнішу тлі.*


*Вщухає суєтна тривога.

І в небесах я бачу Бога,

І Боже слово на землі.*


*Іван Світличний*


 


 Твір написано у віршовій формі, що й поезію","[{'marker': 'А', 'text': '«Лебеді материнства»'}, {'marker': 'Б', 'text': '«Балада про соняшник»'}, {'marker': 'В', 'text': '«У теплі дні збирання винограду…»'}, {'marker': 'Г', 'text': '«О слово рідне! Орле скутий!..»'}, {'marker': 'Д', 'text': '«Господи, гніву пречистого…»'}]",['В']
"**Проаналізуйте твір і виконайте завдання до нього.**


*ПАРНАС*


*І враз ні стін, ні ґрат, ні стелі.

Хтось невидимий ізбудив

Світ Калинцевих візій-див,

Драчеві клекоти і хмелі,*


*Рій Вінграновських інвектив,

Чаклунство Ліни, невеселі

Голобородькові пастелі

І Стусів бас-речитатив.*


*Парнас! І що ті шмони й допит?

Не вірю в будень, побут, клопіт –

В мізерію, дрібнішу тлі.*


*Вщухає суєтна тривога.

І в небесах я бачу Бога,

І Боже слово на землі.*


*Іван Світличний*


Провідним художнім засобом першої строфи поезії є","[{'marker': 'А', 'text': 'оксиморон'}, {'marker': 'Б', 'text': 'метафора'}, {'marker': 'В', 'text': 'анафора'}, {'marker': 'Г', 'text': 'епіфора'}, {'marker': 'Д', 'text': 'паралелізм'}]",['Б']
"**Проаналізуйте твір і виконайте завдання до нього.**


*ПАРНАС*


*І враз ні стін, ні ґрат, ні стелі.

Хтось невидимий ізбудив

Світ Калинцевих візій-див,

Драчеві клекоти і хмелі,*


*Рій Вінграновських інвектив,

Чаклунство Ліни, невеселі

Голобородькові пастелі

І Стусів бас-речитатив.*


*Парнас! І що ті шмони й допит?

Не вірю в будень, побут, клопіт –

В мізерію, дрібнішу тлі.*


*Вщухає суєтна тривога.

І в небесах я бачу Бога,

І Боже слово на землі.*


*Іван Світличний*


 


На обставини, у яких перебуває ліричний герой, указують у поезії слова","[{'marker': 'А', 'text': 'тля, стеля, побут'}, {'marker': 'Б', 'text': 'стіни, ґрати, допит'}, {'marker': 'В', 'text': 'будень, пастелі, мізерія'}, {'marker': 'Г', 'text': 'чаклунство, світ, небеса'}, {'marker': 'Д', 'text': ' хмелі, клекоти, інвективи'}]",['Б']
"**Проаналізуйте твір і виконайте завдання до нього.**


*ПАРНАС*


*І враз ні стін, ні ґрат, ні стелі.

Хтось невидимий ізбудив

Світ Калинцевих візій-див,

Драчеві клекоти і хмелі,*


*Рій Вінграновських інвектив,

Чаклунство Ліни, невеселі

Голобородькові пастелі

І Стусів бас-речитатив.*


*Парнас! І що ті шмони й допит?

Не вірю в будень, побут, клопіт –

В мізерію, дрібнішу тлі.*


*Вщухає суєтна тривога.

І в небесах я бачу Бога,

І Боже слово на землі.*


*Іван Світличний*


 


Митці, згадані у творі, належать до","[{'marker': 'А', 'text': '«празької школи»'}, {'marker': 'Б', 'text': 'театру корифеїв'}, {'marker': 'В', 'text': 'постмодерністів'}, {'marker': 'Г', 'text': '«київських неокласиків»'}, {'marker': 'Д', 'text': ' шістдесятників'}]",['Д']
"**Проаналізуйте твір і виконайте завдання до нього.**


*ПАРНАС*


*І враз ні стін, ні ґрат, ні стелі.

Хтось невидимий ізбудив

Світ Калинцевих візій-див,

Драчеві клекоти і хмелі,*


*Рій Вінграновських інвектив,

Чаклунство Ліни, невеселі

Голобородькові пастелі

І Стусів бас-речитатив.*


*Парнас! І що ті шмони й допит?

Не вірю в будень, побут, клопіт –

В мізерію, дрібнішу тлі.*


*Вщухає суєтна тривога.

І в небесах я бачу Бога,

І Боже слово на землі.*


*Іван Світличний*


 


Ідею твору найкраще ілюструє вислів","[{'marker': 'А', 'text': '«Сам погибай, а товариша виручай»'}, {'marker': 'Б', 'text': '«Достатньо, щоб слова передавали смисл»'}, {'marker': 'В', 'text': '«Фантастичні думи! Фантастичні мрії!»'}, {'marker': 'Г', 'text': '«Більше поетів, добрих і різних»'}, {'marker': 'Д', 'text': '«Вільний той, хто вільний духом»'}]",['Д']
"Однаковий звук позначають букви, підкреслені в окремих словах речення","[{'marker': 'А', 'text': 'За**с**півала **с**опілочка о**с**ьдечки за вікном.'}, {'marker': 'Б', 'text': 'Відпові**д**аючи їм, не забу**д**ьте по**д**якувати.'}, {'marker': 'В', 'text': 'Ці **к**витки можна обміняти в **к**асі во**к**залу.'}, {'marker': 'Г', 'text': 'Лікувальні мо**ж**ливості **ж**ивокосту безме**ж**ні.'}]",['Г']
"Прочитайте речення (*цифра позначає наступне слово*).


***(1)****Чотирн**а**дцятого **(2)**лист**о**пада трапився курйозний **(3)**вип**а**док: **(4)**мер**е**жа магазинів **(5)«Р**е**шето» продала покупцям цілий **(6)**центн**е**р **(7)**к**у**рятини всього за **(8)**сімдес**я**т гривень, про що свідчив **(9)**в**и**разний **(10)**цінн**и**к.*


НЕПРАВИЛЬНО підкреслено букви на позначення наголошених голосних у всіх словах, позначених цифрами","[{'marker': 'А', 'text': '1,3,6,8'}, {'marker': 'Б', 'text': '1,4, 7,10'}, {'marker': 'В', 'text': '2,3,6,9'}, {'marker': 'Г', 'text': '2,4,5,10'}]",['В']
НЕ потрібна жодна буква на місці пропуску в усіх словах рядка,"[{'marker': 'А', 'text': 'ціліс..ність, балас..ний, проїз.ний'}, {'marker': 'Б', 'text': 'жаліс..ний, свис..нути, контрас..ний'}, {'marker': 'В', 'text': 'блис.нути, тиж. невик, капус.няк'}, {'marker': 'Г', 'text': 'форпос..ний, ненавис..ний, віс..ник'}]",['В']
Букву ***и*** на місці пропуску треба писати в усіх словах рядка,"[{'marker': 'А', 'text': 'пр…буток, пр….варений, пр…своєння'}, {'marker': 'Б', 'text': 'пр…бічник, пр…славний, пр…леглий'}, {'marker': 'В', 'text': 'пр….хований, пр…звисько, пр...гріти'}, {'marker': 'Г', 'text': 'пр…велебний, пр…бій, пр….вабливий'}]",['А']
Подвоєння букв є в усіх словах рядка,"[{'marker': 'А', 'text': 'заздріст..ю, нездолан…ий, зіл...я'}, {'marker': 'Б', 'text': 'жовч…ю, зван…я, довгождан...ий'}, {'marker': 'В', 'text': 'громад…я, велич...ю, старан...ість'}, {'marker': 'Г', 'text': 'спотворен...ий, забут…я, суд...ею'}]",['В']
М’який знак на місці пропуску треба писати в усіх словах рядка,"[{'marker': 'А', 'text': 'кол..оровість, промін…чик, різ...бяр'}, {'marker': 'Б', 'text': 'гагауз...кий, гет...манщина, тис...нява'}, {'marker': 'В', 'text': ' дівчинон...ці, ковал...ський, лос...йон'}, {'marker': 'Г', 'text': 'піднос...ся, надзелен...чати, посид...мо'}]",['В']
"Прочитайте уривок (*цифра позначає контрольне місце*).


*З**(1)**посеред вітчизняних архітекторів варто виокремити Івана Левинського, який за свою сорока**(2)**літню діяльність спроєктував сотні будівель житлово**(3)**побутового та громадського призначення, що можуть здивувати будь**(4)**кого нестандартністю рішень.*


Дефіс треба ставити на місці всіх цифр, ОКРІМ","[{'marker': 'А', 'text': '1'}, {'marker': 'Б', 'text': '2'}, {'marker': 'В', 'text': '3'}, {'marker': 'Г', 'text': '4'}]",['Б']
НЕМАЄ орфографічних помилок у реченні,"[{'marker': 'А', 'text': 'У ситуації супержорсткої конкуренції на ринку туристичні агенції намагаються ставати все дужче клієнтоорієнтованими.'}, {'marker': 'Б', 'text': 'Для цього вони створюють не які-небуть примітивні інформаційні сайти, а справжні освітньо розважальні ресурси.'}, {'marker': 'В', 'text': 'Тут потенційному клієнтові можна як замовити квиток у якусь екзотичну місцевісць, так і чи мало довідатися про неї.'}, {'marker': 'Г', 'text': 'Отже, куди б ви не вирішили поїхати, мабудь, точно щось цікаве й корисне вже знатемете про обраний куточок світу.'}]",['А']
"Суфікс ***-ин***- має однакове значення в усіх словах, ОКРІМ","[{'marker': 'А', 'text': 'бадилина'}, {'marker': 'Б', 'text': 'стеблина'}, {'marker': 'В', 'text': 'височина'}, {'marker': 'Г', 'text': 'соломина'}]",['В']
"**Доберіть для відповідного пропуску під номером 34 правильний варіант з-поміж запропонованих.**


*Дистанційна форма **(34)________** освіти – це (35)______ навчання, яке проходить переважно за опосередкованої взаємодії віддалених (36)______ учасників освітнього процесу в спеціалізованому (37)______, що (38)______ на базі сучасних психолого-педагогічних та інформаційно-комунікаційних технологій.*","[{'marker': 'А', 'text': 'отримання'}, {'marker': 'Б', 'text': 'набуття'}, {'marker': 'В', 'text': 'одержання'}, {'marker': 'Г', 'text': 'здобуття'}]",['Г']
"**Доберіть для відповідного пропуску під номером 35 правильний варіант з-поміж запропонованих.**


*Дистанційна форма (34)______ освіти – це **(35)________** навчання, яке проходить переважно за опосередкованої взаємодії віддалених (36)______ учасників освітнього процесу в спеціалізованому (37)______, що (38)______ на базі сучасних психолого-педагогічних та інформаційно-комунікаційних технологій.*","[{'marker': 'А', 'text': 'індивідуалізоване'}, {'marker': 'Б', 'text': 'індивідуалістичне'}, {'marker': 'В', 'text': ' індивідуальне'}, {'marker': 'Г', 'text': ' індивідуалістське'}]",['В']
"**Доберіть для відповідного пропуску під номером 36 правильний варіант з-поміж запропонованих.**


*Дистанційна форма (34)______ освіти – це (35)______ навчання, яке проходить переважно за опосередкованої взаємодії віддалених **(36)_________** учасників освітнього процесу в спеціалізованому (37)______, що (38)______ на базі сучасних психолого-педагогічних та інформаційно-комунікаційних технологій.*","[{'marker': 'А', 'text': 'один від одного'}, {'marker': 'Б', 'text': 'одне до одного'}, {'marker': 'В', 'text': 'один з одним'}, {'marker': 'Г', 'text': 'одне між одним'}]",['А']
