area,rot-categorization,rot-moral-foundations,rot-judgment,action-moral-judgment,action-legal,label,action_ukr,action_en
confessions,description,care-harm,normal,0.0,legal,1,"люди, які турбуються про свою сім'ю.",people worrying about their family.
confessions,description,care-harm,its normal,0.0,legal,1,"люди, які хвилюються за своїх близьких.",people worrying about their loved ones.
confessions,morality-ethics,care-harm|fairness-cheating,shouldn't,-2.0,tolerated,0,"люди, які кричать образливі слова незнайомцям.",people yelling insulting words at strangers.
confessions,morality-ethics,care-harm,it's wrong,-1.0,legal,0,поширення стереотипів про людей на підставі їхньої етнічної приналежності.,perpetuating stereotypes about people because of their ethnicity.
confessions,morality-ethics,care-harm,It's wrong,-1.0,legal,0,"надокучати людям, вимагаючи уваги",pestering people for attention
amitheasshole,morality-ethics,care-harm,shouldn't,-1.0,legal,0,докучаючи людям за гроші.,pestering people for money.
confessions,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's good,1.0,legal,2,власники домашніх тварин дбають про щастя своїх улюбленців.,pet owners caring about their pet's happiness.
amitheasshole,morality-ethics,care-harm|sanctity-degradation,It's bad,-2.0,illegal,0,фізичне насильство над вашим подружжям.,physically abusing your spouse.
confessions,morality-ethics|advice,care-harm|loyalty-betrayal,it is bad,-2.0,illegal,0,завдавання фізичної шкоди колишньому партнеру.,physically harming your ex.
confessions,morality-ethics,care-harm,You should not,-2.0,legal,0,завдавати собі фізичної шкоди.,physically harming yourself.
rocstories,morality-ethics,care-harm|authority-subversion|sanctity-degradation,You should not,-1.0,legal,0,чіплятися до інших людей,picking on other people.
amitheasshole,social-norms,care-harm,it's rude,-1.0,legal,0,цькування людей у школі,picking on people at school.
confessions,morality-ethics,care-harm,you shouldn't,-2.0,illegal,0,"піднімати дитину за голову, оскільки це може її травмувати.",picking up a child by the head because you could hurt them.
rocstories,description,care-harm|fairness-cheating,It's good,1.0,legal,2,"отримуєш свою зарплату, щоб мати гроші на витрати.",picking up your paycheck so you have money to spend.
rocstories,social-norms,care-harm|loyalty-betrayal,it's good,1.0,legal,2,забирати своїх дітей зі школи.,picking your children up from school.
rocstories,advice,care-harm,it's good,1.0,legal,2,"планування, якщо ви хочете мати дітей.",planning if you want having kids.
rocstories,advice,care-harm,fun,1.0,legal,2,інколи грати в ігри.,playing games sometimes.
rocstories,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is rude,-1.0,legal,0,жартувати над іншими.,playing pranks on others.
amitheasshole,morality-ethics,care-harm|authority-subversion,It's wrong,-1.0,legal,0,жартувати над батьками.,playing pranks on your parents.
rocstories,advice|description,care-harm,It's good,1.0,legal,2,грати у відеоігри час від часу для розслаблення.,playing video games to relax once in a while.
amitheasshole,morality-ethics,care-harm,should not,-1.0,legal,0,гратися з чужими почуттями.,playing with other people's emotions.
rocstories,social-norms|advice,care-harm,it's friendly,1.0,legal,2,гратися з кимось,playing with somebody
rocstories,description,care-harm,It's good,0.0,legal,1,гра з твоїм собакою,playing with your dog.
rocstories,morality-ethics|advice,care-harm,It's good,1.0,legal,2,гратися з домашніми тваринами.,playing with your pets.
confessions,morality-ethics|social-norms,care-harm|loyalty-betrayal,You shouldn't,-2.0,illegal,0,отруєння людей.,poisoning people.
confessions,morality-ethics,care-harm,It is excessive,-2.0,illegal,0,труїти когось за невеликі гроші.,poisoning someone over small change.
amitheasshole,morality-ethics,care-harm,You shouldn't,-1.0,legal,0,"штовхання партнера, якщо йому це неприємно.",poking your partner if they find it annoying.
dearabby,morality-ethics|social-norms,care-harm|authority-subversion,it's expected,0.0,legal,1,"поліцейські, що мають схильність допомагати людям.",police officers having a predisposition to help people.
confessions,social-norms,care-harm,It's rude,-1.0,legal,0,контроль над мовленням інших людей,policing other people's grammar
dearabby,morality-ethics|social-norms,care-harm|sanctity-degradation,It's horrible,-2.0,illegal,0,публікація інтимного зображення людини без її згоди,posting an intimate picture of someone without their consent
dearabby,morality-ethics,care-harm,It's wrong to,-1.0,legal,0,публікація особистої конфіденційної інформації інших людей в інтернеті,posting others sensitive information online
amitheasshole,social-norms,care-harm,It's good,1.0,legal,2,привчання дітей до горщика,potty training your kids.
rocstories,advice,care-harm,It is good,1.0,legal,2,дотримання правил гігієни.,practicing good hygiene.
rocstories,morality-ethics,care-harm,should always,0.0,legal,1,дотримання належних правил безпеки під час приготування їжі,practicing proper safety techniques when you're cooking
confessions,social-norms|advice,care-harm,You should always,0.0,tolerated,1,дотримуватись безпечного водіння.,practicing safe driving.
rocstories,advice,care-harm,should always,1.0,legal,2,"практикуючись, щоб стати кращим.",practicing so you can get better.
rocstories,advice,care-harm,It's good,0.0,legal,1,"займатися тим, що тобі подобається.",practicing something you enjoy.
rocstories,advice,care-harm,it's good,1.0,legal,2,підготовка заповіту перед смертю,preparing a will before you die
dearabby,social-norms,care-harm|authority-subversion,it's okay,0.0,legal,1,попередня підготовка на випадок смерті у вашій родині,preplanning for a death in your family
rocstories,morality-ethics,care-harm,It's good to,2.0,legal,2,"призначення ліків, які допомагають одужати.",prescribing medication that helps someone recover.
amitheasshole,morality-ethics,care-harm,You shouldn't,-1.0,legal,0,дратувати людей,pressing people's buttons.
rocstories,social-norms|advice,care-harm|fairness-cheating,shouldn't,-1.0,legal,0,"тиснути на когось, щоб одружився/одружилася",pressuring someone to get married.
dearabby,morality-ethics|advice,care-harm|fairness-cheating,it is wrong,-2.0,legal,0,"вдавати з себе хорошу людину, коли заподіюєш шкоду іншим.",pretending to be a good person when you committing harms against others.
confessions,morality-ethics,care-harm|loyalty-betrayal,it's hurtful,-1.0,legal,0,"удавати, що тобі не байдужа людина, хоча насправді це не так",pretending to care about someone when you don't
confessions,social-norms,care-harm,it's rude,-1.0,legal,0,"удавати, що в тебе немає часу на друзів;",pretending to not have time for your friends
dearabby,advice,care-harm,it's good,2.0,legal,2,профілактика раку.,preventing cancer.
dearabby,description,care-harm,It's good,1.0,legal,2,запобігання травмам.,preventing injury.
dearabby,social-norms,care-harm,It's expected,1.0,legal,2,"священики, які втішають свою паству під час сповіді",priests comforting their flock during confession
rocstories,advice,care-harm,It's good,1.0,legal,2,Пріоритет вашому здоров'ю.,prioritizing  your health.
rocstories,advice,care-harm,It's good,1.0,legal,2,"встановлення пріоритетності питань, які потребують негайної уваги",prioritizing items needing immediate attention
dearabby,morality-ethics,care-harm|loyalty-betrayal,rude,-1.0,legal,0,надавати перевагу курінню перед подружжям.,prioritizing smoking over your spouse.
rocstories,morality-ethics|advice,care-harm,It's good,1.0,legal,2,"визначення пріоритетності проблем, які найбільше потребують вирішення.",prioritizing the issues that most need addressed.
confessions,advice|description,care-harm,it's wise,1.0,legal,2,Приділення пріоритету вашому здоров'ю,prioritizing your health
confessions,advice,care-harm,crucial,0.0,legal,1,приділення першочергової уваги вашому фізичному здоров'ю.,prioritizing your own physical health.
dearabby,advice,care-harm,It's nice,1.0,legal,2,висловлюючи своє кохання.,professing your love.
amitheasshole,morality-ethics,care-harm,you should,0.0,legal,1,"негайно повідомляти партнеру, якщо ти щось зіпсував(-ла) в їхньому будинку;",promptly telling your significant other if you mess something up in their house
amitheasshole,morality-ethics|social-norms,care-harm,it's important,2.0,legal,2,захист дітей.,protecting children.
amitheasshole,morality-ethics,care-harm,It is okay,0.0,legal,1,захист домашніх тварин.,protecting family pets.
amitheasshole,morality-ethics,care-harm,is expected,0.0,legal,1,захист друзів.,protecting friends.
confessions,advice,care-harm,It's wise to,0.0,legal,1,захист особистої інформації.,protecting one's personal information.
amitheasshole,morality-ethics,care-harm,It's good,2.0,legal,2,захист інших.,protecting others.
rocstories,morality-ethics,care-harm,It is good,0.0,legal,1,"захист того, що для вас важливо.",protecting the things you care about.
amitheasshole,morality-ethics|social-norms,care-harm|loyalty-betrayal,Parents are expected,0.0,legal,1,захист їхніх дітей.,protecting their children.
dearabby,morality-ethics,care-harm,it's expected,0.0,legal,1,захист своїх близьких.,protecting their loved ones.
amitheasshole,morality-ethics,care-harm,expected,0.0,legal,1,захист ваших дітей як батько/матір,protecting your children as a parent
dearabby,social-norms,care-harm,It is good,1.0,legal,2,захист ваших дітей.,protecting your children.
dearabby,morality-ethics|social-norms,care-harm,It's good,0.0,legal,1,захист вашої родини.,protecting your family.
amitheasshole,morality-ethics,care-harm,it's good,1.0,legal,2,захист твоїх друзів.,protecting your friends.
dearabby,advice,care-harm,You should,1.0,legal,2,"захист вашого слуху, тому що коли ви його втратите, він зникне назавжди.","protecting your hearing because once you lose it, it's gone."
dearabby,morality-ethics,care-harm,It's good,0.0,legal,1,захист ваших дітей та їхнього здоров'я.,protecting your kids and their health.
amitheasshole,morality-ethics,care-harm|loyalty-betrayal,good,1.0,legal,2,захист ваших близьких.,protecting your loved ones.
dearabby,social-norms,care-harm|authority-subversion,important,1.0,legal,2,захист себе на мотоциклі.,protecting yourself on a motorcycle.
amitheasshole,morality-ethics,care-harm,it's okay,0.0,legal,1,захист себе.,protecting yourself.
rocstories,morality-ethics,care-harm,it is good,1.0,legal,2,забезпечення любовного дому для тварини,providing a loving home for an animal
amitheasshole,morality-ethics,care-harm,It is good,2.0,legal,2,забезпечення безпечного будинку для вашого домашнього улюбленця.,providing a safe home for your pet.
rocstories,morality-ethics,care-harm,It is good,0.0,legal,1,забезпечення їжею своєї родини,providing food for your family
rocstories,morality-ethics|social-norms,care-harm,It is good,1.0,legal,2,забезпечення вашої сім'ї,providing for your family
rocstories,morality-ethics,care-harm,It's expected,0.0,legal,1,забезпечення поживними речовинами ваших дітей,providing nutrients for your children
dearabby,advice,care-harm,it's good,1.0,legal,2,"надання пропозицій, які можуть покращити негативну ситуацію;",providing suggestions that could improve a negative situation
confessions,morality-ethics,care-harm|loyalty-betrayal,it's important,2.0,legal,2,"надання підтримки друзям, у яких не все гаразд.",providing support for your friends who aren't doing well.
amitheasshole,social-norms,care-harm,it's understandable,0.0,legal,1,"відсіювання дружніх стосунків, які вам більше не підходять;",pruning friendships that no longer suit you
rocstories,morality-ethics|social-norms,care-harm,It's expected,0.0,legal,1,"Зупинка вашого автомобіля на узбіччі дороги, коли наближається швидка допомога з блимаючими вогнями та сиреною.",pulling your car over to the side of the road when an ambulance with flashing lights and a siren is coming.
confessions,morality-ethics,care-harm,It is bad,-1.0,tolerated,0,бити інших.,punching others.
confessions,morality-ethics,care-harm,mean,-1.0,tolerated,0,бити людей в обличчя.,punching people in the face.
confessions,morality-ethics,care-harm,it's wrong,-2.0,illegal,0,биття вашого партнера.,punching your partner.
amitheasshole,social-norms,care-harm,You should not,0.0,legal,1,"навмисно робити речі, які засмутять інших людей.",purposely doing things that will upset other people.
confessions,morality-ethics|description,care-harm,You're discouraged,-2.0,legal,0,навмисне емоційне знущання з інших.,purposely emotionally abusing others.
confessions,morality-ethics,care-harm,It's wrong,-2.0,illegal,0,навмисне отруєння тварин для розваги.,purposely poisoning animals for enjoyment.
confessions,morality-ethics,care-harm,it's bad,-1.0,tolerated,0,навмисно руйнувати чиєсь життя.,purposely ruining someone's life.
amitheasshole,description,care-harm,it's ok,0.0,legal,1,прагнення щастя у твоєму житті.,pursuing happiness in your life.
confessions,advice,care-harm,should,0.0,tolerated,1,"займатися тим, що приносить тобі щастя;",pursuing whatever makes you happy
rocstories,advice,care-harm,It is good,1.0,legal,2,займатися своїми хобі та захопленнями,pursuing your hobbies and passions
rocstories,morality-ethics,care-harm,It's not okay,-2.0,legal,0,доводити когось до крайності,pushing someone over the edge.
amitheasshole,morality-ethics,care-harm,Shouldn’t,-2.0,tolerated,0,штовхання людини з інвалідністю.,pushing someone that has a disability.
rocstories,morality-ethics,care-harm,It is wrong,-2.0,tolerated,0,штовхати когось.,pushing someone.
rocstories,social-norms|advice,care-harm|loyalty-betrayal,it's not okay,-2.0,legal,0,скидання відповідальності за своїх дітей на інших членів родини.,pushing your kids off on other members of the family.
amitheasshole,morality-ethics,care-harm|loyalty-betrayal,You shouldn't,-1.0,legal,0,"терпіти друга, який називає тебе образливими словами.",puting up with a friend that calls you offensive names.
amitheasshole,social-norms,care-harm,It is understandable to,0.0,legal,1,ставлення сім'ї на перше місце.,puting your family first.
confessions,morality-ethics,care-harm|authority-subversion,it's not okay,-1.0,tolerated,0,ставлення колеги в незручне становище.,putting a coworker in an awkward situation.
dearabby,morality-ethics,care-harm,It is wrong,-2.0,legal,0,"ставити дитину в ситуацію, де вона перебуває в депресії.",putting a kid in a situation where the child is depressed.
rocstories,social-norms|advice,care-harm,You should,0.0,legal,1,"розміщення таблички на лавці, яку щойно пофарбували;",putting a sign on a bench that has just been painted
confessions,morality-ethics|social-norms,care-harm,gross,-1.0,legal,0,"опускання зубної щітки, якою, як ви знаєте, хтось користуватиметься, в унітаз.",putting a toothbrush that you know someone will use in toilet water.
rocstories,advice,care-harm,It's good,1.0,legal,2,нанесення алое вера на сонячний опік.,putting aloe vera on a sunburn.
rocstories,morality-ethics,care-harm,should not,-1.0,illegal,0,піддавати тварин небезпеці.,putting animals in danger.
rocstories,description,care-harm|sanctity-degradation,It is gross,-1.0,legal,0,"класти цукерки в кишеню, коли вони можуть розтанути.",putting candy in your pocket when it might melt.
amitheasshole,morality-ethics|social-norms,care-harm|authority-subversion,It's wrong,-1.0,legal,0,"ставлячи родину у ситуацію, в якій вони не хочуть опинитися.",putting family in a situation they don't want to be in.
rocstories,advice,care-harm,You should,0.0,legal,1,розміщення кімнатних рослин біля вікна.,putting indoor plants near a window.
rocstories,advice,care-harm,It's good,1.0,legal,2,"завантаження музики на телефон, щоб потім її слухати.",putting music on your phone so you can listen to it later.
amitheasshole,advice,care-harm|loyalty-betrayal,good,1.0,legal,2,"відкладання планів зі своїм партнером до того часу, поки ви будете фінансово готові.",putting off plans with your partner until you're financially ready.
amitheasshole,morality-ethics,care-harm,wrong,-2.0,legal,0,"розміщення образливих зображень на килимі, якщо вони були створені навмисно з метою образити інших.",putting offensive designs in a rug if they were done on purpose with the intent to offend others.
amitheasshole,advice,care-harm,it's unhealthy,-1.0,legal,0,набирання занадто великої ваги,putting on too much weight
rocstories,social-norms|advice,care-harm,You're expected,0.0,legal,1,"одягати теплішу одежу, коли холодно",putting on warmer clothing when it's cold
confessions,morality-ethics,care-harm|sanctity-degradation,It's morally unacceptable,-2.0,tolerated,0,піддавати небезпеці життя інших людей через своє власне погане рішення.,putting others' lives at risk because of your own poor judgment.
amitheasshole,morality-ethics|social-norms,care-harm,wrong,-1.0,legal,0,"ставити когось у ситуацію, яка заважає їхньому життю.",putting someone in a situation that interferes with their life.
rocstories,description,care-harm,it's good,1.0,legal,2,заспокоювати чиїсь хвилювання.,putting someone's worries to rest.
rocstories,advice,care-harm,it's good,0.0,legal,1,"розміщення чогось у такому місці, де ви про це не забудете.",putting something where you will remember it.
rocstories,advice|description,care-harm,It's normal,0.0,legal,1,наведення ладу перед смертю,putting things in order before you die
rocstories,advice,care-harm,You shouldn't,-1.0,legal,0,"Не кладіть забагато одягу в пральну машину, інакше ви її зламаєте.",putting too many clothes in the washer or else you'll break it.
rocstories,social-norms,care-harm,good,1.0,legal,2,"прибирання речей на місце, коли ви ними скористалися.",putting your belongings away when you're done with them.
rocstories,advice,care-harm|fairness-cheating,You should,0.0,legal,1,викладатися на повну під час змагань,putting your best foot forward when you're in a competition
confessions,morality-ethics,care-harm,it's wrong,-1.0,tolerated,0,підкладання волосся в чиюсь їжу.,putting your hair in someone's food.
confessions,advice,care-harm,You shouldn't,-2.0,tolerated,0,наражати своє життя на небезпеку.,putting your life in danger.
confessions,advice,care-harm,shouldn't,-1.0,legal,0,"Потрапляння в ситуацію, коли на тебе можуть напасти.",putting yourself in a situation that would allow you to be jumped.
confessions,advice,care-harm,okay,0.0,legal,1,Запитуючи себе про важливі життєві рішення.,questioning major life decisions.
rocstories,advice,care-harm,It is good,1.0,legal,2,"швидко втекти, якщо на вас витріщається ведмідь.",quickly getting away if a bear is staring at you.
rocstories,advice,care-harm,It is good,1.0,legal,2,відмова від шкідливих звичок,quitting unhealthy habits
amitheasshole,social-norms,care-harm,is rude,-1.0,legal,0,псувати іншим людям радість,raining on the good times of other people.
confessions,advice,care-harm,expensive,0.0,legal,1,виховання дітей та домашніх тварин.,raising kids and pets.
confessions,morality-ethics|social-norms,care-harm|fairness-cheating|loyalty-betrayal,it is bad,-1.0,legal,0,"виховувати своїх дітей у переконанні, що собаці місце на вулиці.",raising your kids to think that the dog belongs outside.
rocstories,description,care-harm,expected,0.0,legal,1,виховання власних дітей,raising your own children
amitheasshole,social-norms,care-harm,It's rude,-1.0,legal,0,підвищувати голос,raising your voice.
dearabby,morality-ethics|advice,care-harm|sanctity-degradation,shouldn't,-2.0,illegal,0,ґвалтування людей.,raping people.
rocstories,advice,care-harm,you are expected,0.0,legal,1,"прагнення до мети, яка вас надихає",reaching for a goal you are passionate about
confessions,advice,care-harm,it's okay,0.0,legal,1,"звертання по допомогу чи підтримку, якщо вона тобі потрібна",reaching out for help or support if you need it
confessions,description,care-harm,It's okay,0.0,legal,1,"звертатися по допомогу до друзів і родини, коли це потрібно.",reaching out for help to friends and family when you need it.
confessions,advice,care-harm,It's okay,1.0,legal,2,"звернутися по допомогу, коли вона тобі потрібна.",reaching out for help when you need it.
confessions,advice,care-harm,important,0.0,legal,1,"звертання по допомогу, коли у вас стається рецидив заподіяння собі шкоди.",reaching out for help when you relapse into self-harming.
confessions,description,care-harm,It's okay,0.0,legal,1,"звертатися по допомогу, коли у вас проблеми з психічним здоров'ям.",reaching out for help when you're struggling with mental health issues.
amitheasshole,morality-ethics|advice,care-harm,It's good,1.0,legal,2,звернення за підтримкою у вашій спільноті.,reaching out for support within your community.
confessions,advice,care-harm,it's okay,0.0,legal,1,"звертатися до друзів по допомогу, коли ти в скрутному становищі",reaching out to friends for help when you're in need
amitheasshole,morality-ethics,care-harm|loyalty-betrayal,It is good,1.0,legal,2,"Звертатися до людей, щоб переконатися, що вони в безпеці та почуваються добре, якщо мають суїцидальні думки.",reaching out to make sure people are safe and ok if they feel suicidal.
confessions,advice,care-harm,it's good,0.0,legal,1,"звертання до інших, коли потрібна допомога",reaching out to others when you need help
dearabby,social-norms|advice,care-harm,It's good,1.0,legal,2,звертання до інших,reaching out to others.
confessions,advice,care-harm,It's important,0.0,legal,1,"звертатися за допомогою, коли для вас кожна секунда — справжні тортури.",reaching out when every second is pure torture for you.
rocstories,description,care-harm,it's exciting,1.0,legal,2,досягнення вашої мети,reaching your goal
rocstories,description,care-harm,It is good,1.0,legal,2,читання,reading
rocstories,advice,care-harm,It's good,1.0,legal,2,читання книг у вільний час.,reading books in your spare time.
confessions,description,care-harm,You shouldn't,-1.0,legal,0,"читати зізнання в інтернеті, коли більшість із них тобі не подобаються.",reading confessions online when you don't like most of them.
dearabby,advice,care-harm,it's good,1.0,legal,2,читання для вашої малої дитини,reading to your young child
rocstories,social-norms|advice,care-harm,It's good to,1.0,legal,2,читання зі своїми дітьми.,reading with your children.
confessions,social-norms,care-harm|loyalty-betrayal,good,1.0,legal,2,"усвідомлення того, коли ваша симпатія може становити проблему.",realizing when your crush may present a problem.
rocstories,description,care-harm,It's worrying,-1.0,,0,"усвідомлення того, що ти заблукав.",realizing you're lost.
confessions,morality-ethics,care-harm|fairness-cheating,expected,1.0,legal,2,отримання згоди перед реалізацією сексуальних фетишів.,receiving consent before acting out sexual fetishes.
dearabby,description,care-harm,It's good,1.0,legal,2,отримуючи консультацію.,receiving counseling.
confessions,morality-ethics,care-harm,You can be expected to,0.0,legal,1,"отримання психологічної допомоги, коли ви відчуваєте, що страждаєте від симптомів депресії.",receiving mental health treatment when you feel that you are suffering from symptoms of depression.
confessions,advice,care-harm|loyalty-betrayal,It's good,1.0,legal,2,розпізнавання емоцій інших людей.,recognizing other's emotions.
confessions,morality-ethics|advice,care-harm,It is good,0.0,legal,1,визнання зусиль людей на роботі,recognizing people for their efforts at work
confessions,morality-ethics,care-harm|fairness-cheating,It is good,1.0,legal,2,визнання людей за їхню підтримку та внесок,recognizing people for their support and contributions
dearabby,morality-ethics,care-harm,It's good,1.0,legal,2,"визнання проблем, пов'язаних із потягом до когось набагато молодшого за тебе.",recognizing the problems with being attracted to someone much younger than you.
confessions,advice,care-harm,It's good,1.0,legal,2,"розуміння, коли у тебе є проблема",recognizing when you have a problem
confessions,advice,care-harm,It's good,1.0,legal,2,"розпізнавання того, коли ваше власне здоров'я погіршується.",recognizing when your own health is poor.
rocstories,advice,care-harm|authority-subversion,expected,0.0,legal,1,відновлення після помилок.,recovering from your mistakes.
confessions,morality-ethics,care-harm,always safe,0.0,legal,1,утримання від використання расистських висловів/образ.,refraining from using racial slurs.
amitheasshole,morality-ethics,care-harm,its rude,-1.0,legal,0,відмова від люб'язного жесту з боку батька чи матері.,refusing a nice gesture from a parent.
amitheasshole,social-norms,care-harm,it is rude,-1.0,legal,0,"відмова допомогти тому, хто потребує допомоги.",refusing to help someone who needs it.
amitheasshole,social-norms,care-harm|authority-subversion,It's fine,0.0,legal,1,відмова дозволяти комусь керувати твоїм автомобілем.,refusing to let anyone drive your car.
amitheasshole,morality-ethics,care-harm,It's hurtful,-1.0,legal,0,відмова комусь,rejecting someone.
amitheasshole,social-norms,care-harm,shouldn't,-1.0,legal,0,відмовлення від подарунка твоєї родини,rejecting your family's gift
rocstories,description,care-harm,it's good,0.0,legal,1,розслабляючий,relaxing
amitheasshole,description,care-harm,It's good,1.0,legal,2,розслаблятися та грати в ігри.,relaxing and playing games.
dearabby,social-norms|advice,care-harm,it's caring,1.0,legal,2,зняття стресу у друга,relieving your friend's stress
confessions,morality-ethics,care-harm,is wrong,-1.0,legal,0,насолоджуючись стражданнями інших.,relishing in the suffering of others.
confessions,morality-ethics,care-harm,It's wrong,-1.0,legal,0,насолоджуватися розбитим серцем твого друга.,relishing your friend's heart being broken.
confessions,advice,care-harm,bad,-1.0,legal,0,залежність від алкоголю.,relying on alcohol.
amitheasshole,morality-ethics|social-norms,care-harm|fairness-cheating,It's bad,-1.0,legal,0,"покладатися на когось іншого, щоб працював замість тебе.",relying on someone else to work so you don't have to.
dearabby,advice,care-harm|loyalty-betrayal,It's good,1.0,legal,2,"залишатися поруч з людьми, які важливі для вас у житті.",remaining close to the people you care about in life.
confessions,social-norms,care-harm|loyalty-betrayal,It's good,1.0,legal,2,згадування дня народження твого друга.,remembering your friend's birthday.
confessions,advice,care-harm,it's allowed,0.0,legal,1,"згадувати молодість після того, як у тебе щойно був день народження.",reminiscing about your younger days after you've just had a birthday.
amitheasshole,morality-ethics|advice,care-harm,It is your right,0.0,legal,1,видалення токсичних людей із вашого життя.,removing toxic people from your life.
rocstories,morality-ethics,care-harm,It's bad,-1.0,legal,0,видаляти гіпс самостійно без дозволу лікаря.,removing your own cast before a doctor approves of it.
amitheasshole,social-norms,care-harm,It's fine,0.0,legal,1,звільнення себе від поганих стосунків.,removing yourself from a bad relationship.
rocstories,description,care-harm,it is okay,0.0,legal,1,"виведення себе із ситуації, у якій вам некомфортно;",removing yourself from a situation where you are uncomfortable
amitheasshole,social-norms,care-harm,should not,-1.0,legal,0,"відмова від планів, які ви склали",reneging on plans you have made
amitheasshole,social-norms|advice,care-harm|fairness-cheating,You shouldn't,-1.0,legal,0,"Відмова від пропозиції, яку ти зробив другу.",reneging on your offer to a friend.
confessions,description,care-harm,It's bad,-1.0,legal,0,постійно забуваючи про існування інших людей.,repeatedly forgetting that other people exist.
amitheasshole,social-norms,care-harm,It is considerate,1.0,legal,2,"заміна чогось, якщо ви це зіпсували.",replacing something if you ruin it.
confessions,morality-ethics|social-norms,care-harm|loyalty-betrayal,shouldn't,-2.0,illegal,0,"заміна природних речей вашого партнера на отруйні речі, оскільки це явна спроба наразити їх на небезпеку.",replacing your partner's natural things with poisonous things because that's clearly trying to endanger them.
confessions,morality-ethics,care-harm,should,0.0,legal,1,"повідомлення про колегу, який тебе принижує/ображає.",reporting a colleague that abuses you.
amitheasshole,morality-ethics,care-harm,It's right,1.0,legal,2,"повідомлення про злочин, коли ти його бачиш.",reporting a crime when you see one.
amitheasshole,morality-ethics,care-harm|authority-subversion,it is wrong,-1.0,illegal,0,"повідомлення в поліцію про людину, яка не вчинила злочину",reporting a person to the police if they did not commit a crime
amitheasshole,morality-ethics,care-harm,You should,0.0,illegal,1,"повідомлення про вчителя, який знущався з тебе.",reporting a teacher when they abused you.
amitheasshole,morality-ethics,care-harm,It is expected,0.0,legal,1,повідомлення органам влади про нехтування дитиною.,reporting child neglect to the authorities.
amitheasshole,morality-ethics,care-harm,You should,0.0,legal,1,"повідомлення про людей, які знущаються над дітьми.",reporting people who abuse kids.
amitheasshole,morality-ethics,care-harm,It's good,0.0,legal,1,"повідомляти про людей, які завдають шкоди своїм дітям.",reporting people who are harmful to their kids.
confessions,morality-ethics|social-norms,care-harm|fairness-cheating|authority-subversion,It's wrong,-1.0,illegal,0,неправдиво звинувачувати когось,reporting someone falsely.
confessions,morality-ethics,care-harm|fairness-cheating,It's ok to,0.0,legal,1,повідомлення про професійну неетичну поведінку когось,reporting someone for professional misconduct.
amitheasshole,morality-ethics,care-harm,it's expected,0.0,legal,1,"негайно повідомлення відповідним органам влади про того, хто переслідує дитину.",reporting someone going after a child to the proper authorities immediately.
confessions,morality-ethics,care-harm,it's ok,0.0,legal,1,повідомлення в поліцію про фізичне насильство щодо вас,reporting someone to the police for physically assaulting you
amitheasshole,morality-ethics|social-norms,care-harm|authority-subversion,it's okay,0.0,legal,1,"повідомити в поліцію про особу, яка вчинила жахливий злочин.",reporting someone to the police if they committed a horrible crime.
confessions,morality-ethics,care-harm,it's allowed,1.0,legal,2,"повідомлення про особу, яка знущається над тваринами.",reporting someone who is abusing animals.
confessions,morality-ethics,care-harm,should,2.0,legal,2,"повідомлення про особу, яка неналежно поводиться з дітьми.",reporting someone who is inappropriate with kids.
amitheasshole,morality-ethics|advice,care-harm,It is okay,0.0,legal,1,повідомлення про тривожну поведінку відповідним органам влади.,reporting worrisome behavior the the authorities.
rocstories,social-norms|description,care-harm,its good,2.0,legal,2,рятування когось в останню мить.,rescuing someone in the nick of time.
dearabby,social-norms,care-harm,It's understandable,0.0,legal,1,"протидія сусіду, який поводиться напористо;",resisting a neighbor when they've been pushy
dearabby,morality-ethics,care-harm,It's good,0.0,legal,1,протидія проявам жорстокості,resisting being abusive.
confessions,advice,care-harm,you should,0.0,legal,1,"Опір хвороби, коли ти хворіє",resiting when you're sick
dearabby,social-norms,care-harm,it's good,1.0,legal,2,"поважати свою матір за все, що вона робить для тебе протягом усього життя.",respecting one's mother for all that she does for you over your lifetime.
amitheasshole,social-norms,care-harm,expected,0.0,legal,1,поважати особисті кордони інших людей;,respecting other people's boundaries.
amitheasshole,morality-ethics,care-harm,You should,0.0,legal,1,поважати почуття інших людей.,respecting other people's feelings.
amitheasshole,morality-ethics|social-norms,care-harm,You should,0.0,legal,1,поважання власності інших людей,respecting other people's possessions.
amitheasshole,morality-ethics,care-harm,It is important,0.0,legal,1,поважати чужі стосунки.,respecting other people's relationships.
amitheasshole,social-norms,care-harm,You should,0.0,legal,1,повага до розкладу інших людей.,respecting other people's schedules.
confessions,morality-ethics|social-norms,care-harm|sanctity-degradation,You should,1.0,legal,2,"поважання чужих органів чуття, уникаючи нападу на них неприємними запахами.",respecting other's senses by not assaulting them with foul smells.
amitheasshole,social-norms,care-harm|loyalty-betrayal,it's important,1.0,legal,2,поважати приватність інших.,respecting others' privacy.
amitheasshole,social-norms,care-harm,should,0.0,legal,1,поважаючи культури та раси людей.,respecting people's cultures and races.
amitheasshole,social-norms,care-harm,it's expected,0.0,legal,1,поважання приватності,respecting privacy
amitheasshole,advice,care-harm,people should,0.0,legal,1,"поважаючи те, що не всі хочуть весілля;",respecting that not everyone wants a wedding
