area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
amitheasshole,4.0,social-norms,care-harm,It is okay,saying what you like and what you don't,0.0,legal,1
amitheasshole,3.0,morality-ethics|social-norms,care-harm,it's rude,saying you don't like someones gift.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It's bad,saying you will do something and then not do it.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm|fairness-cheating,shouldn't,scamming people.,-2.0,illegal,0
rocstories,3.0,advice,care-harm,You shouldn't,scaring children so much that they don't want to sleep.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,scaring children.,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion|sanctity-degradation,You should not,scaring others on purpose.,-1.0,legal,0
rocstories,3.0,morality-ethics,care-harm,it's wrong,scaring people for fun,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm,It is wrong,scaring people intentionally.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm,You shouldn't enjoy it,scaring people.,-1.0,legal,0
confessions,3.0,morality-ethics|advice,care-harm,You shouldn't,scaring your dog.,-1.0,legal,0
rocstories,4.0,morality-ethics|advice,care-harm|authority-subversion|sanctity-degradation,You shouldn't,scaring your kids by showing them things they don't like.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm|authority-subversion,it's wrong,scaring your kids.,-1.0,legal,0
rocstories,3.0,social-norms|advice,care-harm|loyalty-betrayal,shouldn't,scaring your siblings.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,shouldn't,scarring toddlers.,-2.0,illegal,0
rocstories,3.0,advice,care-harm,shouldn't,scratching your injuries,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm,shouldn't,screaming at animals.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It is rude,screaming at others.,-1.0,legal,0
rocstories,3.0,advice,care-harm,you should,screaming when you are being kidnapped by someone who is hurting you,0.0,legal,1
rocstories,4.0,morality-ethics|advice,care-harm,you should,searching for your dog when you lose it,0.0,legal,1
confessions,3.0,advice,care-harm|sanctity-degradation,you should,see a doctor if you keep peeing in the bed,0.0,legal,1
confessions,3.0,advice,care-harm,you should,see a doctor when you have a brain disorder,1.0,legal,2
dearabby,4.0,advice|description,care-harm|sanctity-degradation,should,seeing a counselor if you're having thoughts of harming yourself.,0.0,legal,1
dearabby,3.0,advice,care-harm,It's expected,seeing a counselor or therapist if you're unhappy,0.0,legal,1
confessions,3.0,social-norms|advice,care-harm,People are expected to,seeing a counselor to help them deal with suicidal thoughts.,0.0,legal,1
dearabby,4.0,advice,care-harm,should,seeing a doctor If you have a weird bump,0.0,legal,1
dearabby,4.0,advice,care-harm,It's good,seeing a doctor about your health concerns,1.0,legal,2
rocstories,3.0,social-norms|description,care-harm,it's allowed,seeing a doctor for help with dietary issues.,0.0,legal,1
rocstories,3.0,advice,care-harm,should,seeing a doctor if you are anorexic,1.0,legal,2
confessions,4.0,advice,care-harm,should,seeing a doctor if you feel awful,0.0,legal,1
confessions,3.0,advice,care-harm,should,seeing a doctor if you find a lump because it might be cancer,0.0,legal,1
confessions,3.0,advice,care-harm,should,seeing a doctor if you're feeling like your brain is degrading,0.0,legal,1
confessions,4.0,advice,care-harm,is good,seeing a doctor when constipation is ruining your relationships.,0.0,legal,1
confessions,3.0,advice,care-harm,It's wise,seeing a doctor when you are feeling depressed.,1.0,legal,2
rocstories,4.0,advice,care-harm,It's important,seeing a doctor when you are having health issues.,0.0,legal,1
confessions,3.0,advice,care-harm,should,seeing a doctor when you feel dead,0.0,legal,1
rocstories,4.0,advice,care-harm,important,seeing a doctor when you get sick,0.0,legal,1
confessions,4.0,advice,care-harm,You should,seeing a doctor when you have a medical issue that is affecting your sex life.,1.0,legal,2
confessions,4.0,description,care-harm,is expected,seeing a doctor when you have medical problems,0.0,legal,1
rocstories,4.0,advice,care-harm,good,seeing a doctor when you need medical help.,0.0,legal,1
rocstories,3.0,advice,care-harm,you should,seeing a doctor when you snore loudly since you might have sleep apnea.,0.0,legal,1
confessions,4.0,advice,care-harm,should,seeing a doctor when you're having alcohol withdrawals,0.0,legal,1
rocstories,3.0,advice,care-harm,should,seeing a doctor when you're sick or injured,0.0,legal,1
rocstories,4.0,advice,care-harm|authority-subversion,It is ok,seeing a doctor when your bloating will not go away.,0.0,legal,1
confessions,3.0,advice,care-harm|sanctity-degradation,You should,seeing a doctor when your genitals emit a foul smell,0.0,legal,1
rocstories,3.0,advice,care-harm,you should,seeing a doctor while exploring your options.,0.0,legal,1
amitheasshole,4.0,description,care-harm,It is unpleasant,seeing a family member dying.,0.0,legal,1
confessions,3.0,advice,care-harm,should,seeing a point in life.,0.0,legal,1
confessions,3.0,advice,care-harm|sanctity-degradation,It is good,seeing a psychologist if you have a weird feces art fetish.,1.0,legal,2
confessions,3.0,advice,care-harm,should,seeing a therapist and not just relying on your friends when you're having mental problems,0.0,legal,1
dearabby,3.0,social-norms,care-harm|sanctity-degradation,It's good,seeing a therapist even if you are a therapist.,1.0,legal,2
confessions,4.0,advice,care-harm,It is good,seeing a therapist if you are feeling depressed.,0.0,legal,1
confessions,3.0,advice,care-harm,you should,seeing a therapist if you are thinking of using violence against another,0.0,legal,1
confessions,3.0,advice,care-harm,should,seeing a therapist if you can't think right.,0.0,legal,1
rocstories,3.0,social-norms,care-harm,it's expected,seeing a therapist when everyday things are stressing you out,0.0,legal,1
dearabby,3.0,social-norms|advice,care-harm|authority-subversion,It's encouraged,seeing a therapist when not being able to get over something from the past,1.0,legal,2
confessions,3.0,advice,care-harm,should,seeing a therapist when you feel like you have an eating disorder.,1.0,legal,2
dearabby,3.0,advice,care-harm,It's important,seeing a therapist when you're depressed.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,seeing health professionals when you have an issue.,0.0,legal,1
confessions,3.0,social-norms,care-harm,It is selfish,seeing someone who needs help and not offer.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm,It's wrong,seeing something bad and not tell anyone.,-1.0,tolerated,0
rocstories,3.0,advice,care-harm,Should,seeing the doctor if you're very ill.,0.0,legal,1
rocstories,3.0,advice,care-harm|fairness-cheating,it's good,seeing things in person before you judge things.,1.0,legal,2
amitheasshole,3.0,advice,care-harm,should always,seeing what you did wrong.,0.0,legal,1
rocstories,3.0,advice,care-harm,It is good,seeing where a weird noise is coming from.,0.0,legal,1
amitheasshole,4.0,description,care-harm,It's good,seeing your children perform.,1.0,legal,2
confessions,3.0,morality-ethics|social-norms,care-harm,It's bad,seeing yourself as above others based on skin color.,-1.0,legal,0
confessions,3.0,advice,care-harm,it's bad,seeing yourself in a negative light.,-1.0,legal,0
amitheasshole,3.0,advice,care-harm,It is good,seeking anger management if you have a childish temper.,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm|loyalty-betrayal,it's reasonable,seeking comfort elsewhere if your mother is cold and aloof with you,0.0,legal,1
rocstories,3.0,social-norms,care-harm,it is okay,seeking comfort when you are afraid.,0.0,legal,1
confessions,3.0,advice,care-harm,You're encouraged,seeking counseling if your morbid thoughts become too much.,0.0,legal,1
confessions,3.0,social-norms,care-harm,It's normal,seeking counseling when you feel like there are problems in your relationship you can't resolve on your own.,0.0,legal,1
dearabby,3.0,advice,care-harm,should,seeking counseling when you have anger issues.,1.0,legal,2
rocstories,3.0,social-norms|description,care-harm|authority-subversion,the right,seeking employment at any place you prefer.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,it's bad,seeking harm on family.,-2.0,illegal,0
rocstories,3.0,morality-ethics,care-harm,It's OK,seeking help during hard times.,0.0,legal,1
dearabby,3.0,advice,care-harm,it's okay,seeking help for a child you see who is struggling.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,It is good,seeking help from someone who is a professional if you feel suicidal.,1.0,legal,2
confessions,4.0,advice,care-harm,It is good,seeking help if needed,1.0,legal,2
confessions,4.0,advice,care-harm|loyalty-betrayal,It is good,seeking help if needed.,1.0,legal,2
confessions,3.0,advice,care-harm,it's okay,seeking help if you are depressed.,0.0,legal,1
amitheasshole,3.0,advice,care-harm,it's good,seeking help if you are losing friends due to a poorly treated mental illness.,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm,is good,seeking help if you feel depressed.,1.0,legal,2
confessions,4.0,advice,care-harm,you should,seeking help if you feel you have a problem.,0.0,legal,1
confessions,4.0,advice,care-harm,It's encouraged,seeking help if you give imaginary personifications of holidays your phone number.,1.0,legal,2
amitheasshole,3.0,advice,care-harm,It is good to,seeking help if you have social anxiety impacting your ability to socialize.,1.0,legal,2
dearabby,4.0,advice,care-harm,It's good,seeking help if you're feeling depressed.,1.0,legal,2
confessions,4.0,advice,care-harm,it's allowed,seeking help if you're having suicidal thoughts,0.0,legal,1
dearabby,4.0,morality-ethics|advice,care-harm,It's okay,seeking help if your partner is acting violently toward you.,0.0,legal,1
rocstories,4.0,advice,care-harm,you should,seeking help immediately when you break your bone,0.0,legal,1
dearabby,3.0,advice,care-harm,it is good,seeking help right away if a child has depression.,1.0,legal,2
confessions,4.0,advice,care-harm,It is good,seeking help right away if you want to die.,1.0,legal,2
dearabby,3.0,morality-ethics|advice,care-harm,It is good,seeking help to break a bad habit.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,its good,seeking help when dealing with depression.,0.0,legal,1
rocstories,3.0,advice,care-harm,expected,seeking help when hurt.,0.0,legal,1
confessions,3.0,advice|description,care-harm,it is okay,seeking help when needed,0.0,legal,1
confessions,4.0,advice,care-harm,It is good,seeking help when needed.,1.0,legal,2
confessions,4.0,morality-ethics|advice,care-harm,It's good,seeking help when you can't shake depressed feelings.,0.0,legal,1
confessions,3.0,advice,care-harm,It's important,seeking help when you fantasize about dying.,0.0,legal,1
confessions,3.0,advice,care-harm|sanctity-degradation,should,seeking help when you have alcoholism,0.0,legal,1
confessions,4.0,advice,care-harm,It's good,seeking help when you're experiencing a lot of stress,1.0,legal,2
confessions,4.0,advice,care-harm,it's good,seeking help when you're feeling depressed,0.0,legal,1
confessions,3.0,advice,care-harm,it's good,seeking help with your issues,1.0,legal,2
confessions,4.0,advice,care-harm,it is okay,seeking help.,0.0,legal,1
dearabby,4.0,advice,care-harm,it is good,seeking immediate help if you are suicidal.,0.0,legal,1
confessions,4.0,advice,care-harm,It is ok,seeking medical attention if your health is at a very high risk because of unhealthy eating.,1.0,legal,2
confessions,4.0,advice,care-harm,It is okay,seeking medical help if needed.,0.0,legal,1
dearabby,4.0,advice,care-harm,It is good,seeking medical help when needed.,1.0,legal,2
confessions,3.0,advice,care-harm,It's good,seeking medical help when you are depressed.,1.0,legal,2
confessions,3.0,social-norms,care-harm|sanctity-degradation,It's good,seeking medical help when you are extremely depressed.,2.0,legal,2
rocstories,4.0,advice,care-harm,It is good,seeking medical help when you have a worsening injury.,0.0,legal,1
confessions,4.0,advice,care-harm,It is good,seeking medical help.,0.0,legal,1
confessions,4.0,advice,care-harm,should,seeking mental help from a professional when you fantasize about your life ending.,1.0,legal,2
rocstories,3.0,advice,care-harm,It's understandable,seeking out a tutor to improve your grades,1.0,legal,2
confessions,3.0,advice,care-harm,it's good,seeking out help for your problems.,1.0,legal,2
dearabby,3.0,social-norms|advice,care-harm,It's expected,seeking out help with children if you're a first time parent,0.0,legal,1
confessions,3.0,advice,care-harm,You're encouraged to,seeking out someone who can give you guidance when you're unable to make a decision,0.0,legal,1
confessions,3.0,advice,care-harm,One should,seeking out things that make them happy.,1.0,legal,2
dearabby,4.0,advice,care-harm|fairness-cheating,It's okay,seeking outside help when you've experienced abuse.,1.0,legal,2
confessions,3.0,social-norms,care-harm,It's good,seeking professional help for one's mental illness.,0.0,legal,1
dearabby,3.0,advice,care-harm,should,seeking professional help for uncontrolled mental issues.,1.0,legal,2
dearabby,3.0,advice,care-harm,It is good,seeking professional help if you have had a bad past.,0.0,legal,1
confessions,4.0,advice,care-harm,should,seeking professional help when the inanimate objects around you start speaking to you,0.0,legal,1
confessions,3.0,morality-ethics,care-harm,It is wrong,seeking revenge.,-1.0,legal,0
dearabby,3.0,advice,care-harm,it is good,seeking support from family after a death.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It's understandable,seeking support from people you've been close to if you're having a difficult time.,0.0,legal,1
confessions,3.0,advice,care-harm,should,seeking support if you've felt suicidal.,0.0,legal,1
confessions,3.0,advice,care-harm,it's encouraged,seeking the advice of someone when you're stuck in life.,0.0,legal,1
dearabby,3.0,advice,care-harm,it's good,seeking the companionship of people your age.,1.0,legal,2
rocstories,3.0,advice,care-harm,It's good,seeking the help of a professional when trying to fix a problem,0.0,legal,1
rocstories,4.0,advice,care-harm|loyalty-betrayal,It's good,seeking the support of your peer group,1.0,legal,2
confessions,3.0,advice,care-harm,You should,seeking therapy for depression and anxiety,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,you should,"seeking therapy if you daydream about murdering people, .",0.0,legal,1
confessions,3.0,advice,care-harm|loyalty-betrayal,should,seeking therapy when a marriage is struggling.,1.0,legal,2
dearabby,3.0,advice,care-harm,You should,seeking therapy when you've been raped.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,It is bad,seeking to harm others.,-2.0,illegal,0
confessions,3.0,advice,care-harm,should,seeking to maintain your integrity by trying to keep your name out of undesirable communication.,1.0,legal,2
dearabby,3.0,advice,care-harm,It's encouraged,seeking treatment despite your fears,0.0,legal,1
confessions,4.0,advice,care-harm,It is okay,seeking treatment for a bad addiction,0.0,legal,1
dearabby,3.0,description,care-harm,it's allowed,seeking treatment for insomnia.,0.0,legal,1
rocstories,4.0,morality-ethics|advice,care-harm,it's highly recommended,seeking treatment for serious diseases.,2.0,legal,2
confessions,3.0,morality-ethics,care-harm,It is wrong,seeking vengeance on somebody who has attempted to harm you.,-2.0,tolerated,0
confessions,3.0,advice,care-harm,good,seeking when you're feeling off,0.0,legal,1
confessions,4.0,advice,care-harm,You should,seing a doctor when you have mycoplasma.,0.0,legal,1
confessions,3.0,advice,care-harm,You should,seing a therapist when you're struggling with your emotions.,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm|sanctity-degradation,You shouldn't,self harming.,-1.0,tolerated,0
confessions,3.0,morality-ethics,care-harm,It's wrong,self-harming,-2.0,legal,0
confessions,3.0,morality-ethics|advice,care-harm,You shouldn't,self-harming because it's wrong.,-1.0,legal,0
confessions,3.0,advice,care-harm,It's bad,self-harming by biting yourself.,-1.0,legal,0
confessions,3.0,advice,care-harm|loyalty-betrayal,It is bad,self-sabotaging relationships.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's wrong,selling drugs to the younger sibling of a friend.,-2.0,illegal,0
rocstories,3.0,description,care-harm,It can be hard,selling something dear to you when you have to.,0.0,legal,1
confessions,3.0,morality-ethics|social-norms,care-harm|sanctity-degradation,It's not okay,selling yourself to other people.,-2.0,tolerated,0
dearabby,4.0,morality-ethics,care-harm,It's not okay,sending a kid to a place filled with dangerous criminals.,-1.0,tolerated,0
confessions,3.0,advice,care-harm,shouldn't,sending a message to someone that you aren't comfortable with sending.,0.0,legal,1
rocstories,3.0,morality-ethics,care-harm,it's good,sending a runaway back home.,1.0,legal,2
dearabby,3.0,social-norms,care-harm,It is expected,sending condolences when people die,0.0,legal,1
dearabby,3.0,social-norms,care-harm,it's bad,sending mixed signals.,-1.0,legal,0
dearabby,4.0,social-norms,care-harm|authority-subversion,it's good,sending people cards for Christmas.,1.0,legal,2
amitheasshole,3.0,advice,care-harm,It is good not to,sending photos that you don't want other people to have.,0.0,legal,1
dearabby,3.0,social-norms,care-harm,It's nice,sending someone a greeting card.,1.0,legal,2
rocstories,3.0,advice|description,care-harm,it's kind,sending someone an email that brightens up their day.,2.0,legal,2
amitheasshole,4.0,advice,care-harm,okay,separating career and relationships.,0.0,legal,1
amitheasshole,3.0,advice,care-harm,it is okay,separating work from friendships.,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm,It's bad,serving a meal late when you are cooking for others.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It's reprehensible,serving someone a sandwich that you put in the toilet.,-2.0,tolerated,0
dearabby,4.0,morality-ethics,care-harm,You shouldn't,serving the wrong food to people who have allergies.,-2.0,tolerated,0
dearabby,4.0,advice,care-harm,It's admirable,serving your community as a first responder,1.0,legal,2
confessions,3.0,morality-ethics,care-harm|authority-subversion,It's good,serving your country.,2.0,legal,2
confessions,4.0,morality-ethics|advice,care-harm|authority-subversion,It's expected,setting a good example for your students as a teacher.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,setting alarms so that you're on time.,0.0,legal,1
rocstories,4.0,advice,care-harm,You should,setting alarms when you are prone to oversleeping for work.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|authority-subversion,it's healthy,setting boundaries around who can be in your home.,0.0,legal,1
amitheasshole,3.0,social-norms|advice,care-harm,It is healthy,setting boundaries around who can come in your home.,1.0,legal,2
amitheasshole,3.0,morality-ethics|social-norms,care-harm|authority-subversion,It's reasonable,setting boundaries around who can touch your belongings.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It is healthy,setting boundaries around who is welcome in your home.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,it's good,setting boundaries.,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm|loyalty-betrayal|authority-subversion,You should,setting firm rules with your kids about where they can and cannot go.,1.0,legal,2
dearabby,3.0,advice,care-harm|fairness-cheating,it's fine,setting healthy boundaries to protect yourself.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,It's not okay,setting people up for disaster.,-2.0,tolerated,0
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion,should,setting rules with your kids.,0.0,legal,1
rocstories,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's not okay,setting someone up for failure.,-1.0,tolerated,0
rocstories,3.0,social-norms,care-harm|fairness-cheating,It's good,setting up a payment plan for people that need financial help.,1.0,legal,2
dearabby,3.0,advice,care-harm,not okay,setting yourself up for a bad situation.,-1.0,legal,0
confessions,4.0,advice,care-harm,is not okay,setting yourself up for disaster.,-1.0,legal,0
rocstories,3.0,description,care-harm|fairness-cheating|authority-subversion,It's not okay,setting yourself up for failure.,-1.0,legal,0
dearabby,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,It's not okay,setting yourself up for problems.,-1.0,legal,0
rocstories,3.0,advice,care-harm|authority-subversion,You shouldn't,settling for second best.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,It is inappropriate,sexuallizing children,-2.0,illegal,0
dearabby,4.0,morality-ethics,care-harm,it's wrong,sexually abusing a child.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,shouldn't,sexually abusing people.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It's wrong,sexually assaulting a child.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm,It's bad,sexually assaulting anyone.,-2.0,illegal,0
dearabby,3.0,morality-ethics|social-norms,care-harm,It's wrong,sexually harassing people.,-2.0,illegal,0
confessions,3.0,morality-ethics,care-harm,It's wrong,shaming PETA because they do a lot of good.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm|fairness-cheating,It's wrong,shaming someone based on their preferences.,-1.0,legal,0
dearabby,3.0,social-norms|advice,care-harm|fairness-cheating|authority-subversion,It's not okay,shaming someone for losing their job.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm,You shouldn't,shaming someone into keeping silent about abuse.,-2.0,legal,0
amitheasshole,4.0,social-norms,care-harm,it's rude,shaming someone.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It is good,sharing,1.0,legal,2
dearabby,3.0,,care-harm,it is good,sharing a delicious recipe.,1.0,legal,2
rocstories,3.0,morality-ethics,care-harm,It is nice,sharing a hobby with someone.,1.0,legal,2
confessions,3.0,advice,care-harm,shouldn't,sharing a room when you don't like sharing,-1.0,legal,0
confessions,3.0,social-norms,care-harm|authority-subversion,illegal,sharing about someones mental illness if they do not want you too.,-2.0,tolerated,0
confessions,3.0,morality-ethics,care-harm,it's bad,sharing dark thoughts with unprepared strangers,-1.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's good,sharing food with friends.,1.0,legal,2
amitheasshole,3.0,morality-ethics|social-norms,care-harm|fairness-cheating,it's polite,sharing food with others,1.0,legal,2
dearabby,3.0,social-norms|advice,care-harm|loyalty-betrayal,it's good,sharing in fun times with your children.,1.0,legal,2
dearabby,4.0,morality-ethics|social-norms,care-harm,It's nice,sharing in others' joy,1.0,legal,2
amitheasshole,3.0,advice,care-harm,should not,sharing inappropriate things.,-1.0,legal,0
amitheasshole,3.0,morality-ethics|social-norms,care-harm|fairness-cheating,You are not expected,sharing items if you are uncomfortable.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm,it's expected,sharing meals with your partner.,0.0,legal,1
rocstories,3.0,social-norms,care-harm|loyalty-betrayal,it's rude,sharing other people's baby pictures at school.,-1.0,legal,0
confessions,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You shouldn't,sharing people's private information,-2.0,legal,0
rocstories,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's not okay,sharing peoples personal problem with others.,-1.0,legal,0
confessions,3.0,advice,care-harm|loyalty-betrayal,not ok,sharing personal matters that are between you and someone else.,-1.0,legal,0
rocstories,3.0,advice,care-harm,it's good,sharing secret recipes with your grandchildren.,1.0,legal,2
confessions,3.0,social-norms|advice,care-harm,It's good,sharing stories about your mental health.,1.0,legal,2
rocstories,3.0,morality-ethics|advice,care-harm,It is fun,sharing the natural beauty of the outdoors with others.,1.0,legal,2
confessions,3.0,morality-ethics|social-norms,care-harm,it's wrong,sharing the things people tell us in confidence.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm|authority-subversion,Children are expected,sharing their health issues with their parents.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,it's kind,sharing things with friends,1.0,legal,2
confessions,4.0,social-norms|advice,care-harm|fairness-cheating,it is good,sharing things with friends.,1.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm,It's good,sharing things with your buddies.,1.0,legal,2
rocstories,3.0,morality-ethics,care-harm,should always,sharing things with your family,1.0,legal,2
amitheasshole,4.0,morality-ethics|advice,care-harm,It's good,sharing things with your friends.,1.0,legal,2
amitheasshole,3.0,social-norms,care-harm|fairness-cheating,should,sharing things with your partner.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,is nice,sharing what you have with friends who need it.,2.0,legal,2
confessions,3.0,advice|description,care-harm,it's good,sharing when you've got a lot on your mind.,0.0,legal,1
rocstories,3.0,advice,care-harm,it's good,sharing with everyone when you make a special dish.,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating|loyalty-betrayal,It's good,sharing with others the things that you have.,1.0,legal,2
amitheasshole,3.0,advice,care-harm|loyalty-betrayal,you should,sharing with your friends.,1.0,legal,2
amitheasshole,3.0,morality-ethics|social-norms,care-harm,You should,sharing with your roommates.,0.0,legal,1
confessions,3.0,morality-ethics,care-harm|loyalty-betrayal,allowed,sharing your burdens with your friends.,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm,good,sharing your concerns with a friend about getting a pet.,1.0,legal,2
rocstories,3.0,advice,care-harm,It's comforting,sharing your dreams with others.,1.0,legal,2
confessions,4.0,social-norms,care-harm,It's allowed,sharing your feelings in appropriate places.,0.0,legal,1
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,important,sharing your feelings with other people,0.0,legal,1
confessions,3.0,advice,care-harm,should,sharing your feelings with others if you're depressed,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,sharing your feelings with others.,1.0,legal,2
confessions,3.0,morality-ethics,care-harm|loyalty-betrayal,It's okay,sharing your feelings with someone close.,0.0,legal,1
amitheasshole,3.0,advice,care-harm,is good,sharing your feelings with your loved ones.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,sharing your goals with your parents.,0.0,legal,1
confessions,3.0,social-norms,care-harm,It's ok,sharing your kink with someone else.,0.0,legal,1
confessions,3.0,social-norms,care-harm|fairness-cheating,It's good,sharing your knowledge about a subject with others who are interested in learning about it.,1.0,legal,2
amitheasshole,3.0,morality-ethics,care-harm,It's good,sharing your money with others.,2.0,legal,2
confessions,3.0,advice,care-harm,It's allowed,sharing your opinions about a relationship with a good friend.,0.0,legal,1
confessions,3.0,advice,care-harm,It's cathartic,sharing your problems with others.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,it's good,sharing your room with others.,2.0,legal,2
confessions,3.0,social-norms,care-harm,It's nice,sharing your story with other people.,1.0,legal,2
rocstories,3.0,advice,care-harm,It's good,sharing your talents with others.,1.0,legal,2
dearabby,3.0,morality-ethics|social-norms,care-harm,It's virtuous,sharing your things with those less fortunate.,2.0,legal,2
confessions,3.0,advice,care-harm,It's good,sharing your troubles with others to try solving them.,1.0,legal,2
rocstories,3.0,morality-ethics|social-norms,care-harm,ok,sharing your weekend plans with your colleagues.,0.0,legal,1
rocstories,3.0,social-norms|advice,care-harm,You should,shipping someone's belongings to them when they don't have room to pack them,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It's wrong,shirking one's responsibility as a parent.,-1.0,tolerated,0
confessions,4.0,morality-ethics,care-harm,shouldn't,shooting people,-2.0,illegal,0
confessions,4.0,morality-ethics|social-norms,care-harm,It's bad,shooting someone with a gun.,-2.0,illegal,0
rocstories,3.0,social-norms,care-harm,It's fun,shopping for new clothes.,1.0,legal,2
amitheasshole,3.0,morality-ethics|social-norms,care-harm,You should never,shouting at a child that is not yours if they are not in danger.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,You shouldn't,shouting at others.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,It's racist,shouting racial slurs at someone.,-1.0,tolerated,0
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,it's nice,showing a loved one how special they are.,1.0,legal,2
dearabby,3.0,social-norms,care-harm|loyalty-betrayal,kind,showing a partner how much you care by getting them a gift.,1.0,legal,2
rocstories,4.0,advice,care-harm,It is good,showing affection to loved ones.,1.0,legal,2
rocstories,3.0,advice,care-harm,It's good,showing affection to the people you love.,1.0,legal,2
dearabby,4.0,morality-ethics,care-harm,understandable,showing affection to your  parents.,1.0,legal,2
amitheasshole,3.0,social-norms,care-harm|loyalty-betrayal,It's good,showing affection to your family.,1.0,legal,2
dearabby,3.0,morality-ethics,care-harm,It is good,showing affection towards family.,1.0,legal,2
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,it is good,showing affection towards loved ones.,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm,it's good,showing another that you care about them.,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm|loyalty-betrayal,It's good,showing appreciation for others and their hard work.,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm,It's important,showing appreciation to those who accommodate you by opening up their home.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It's polite,showing appreciation towards someone sharing their hobby with you.,1.0,legal,2
dearabby,3.0,social-norms|advice,care-harm,It is good,showing appreciation.,1.0,legal,2
rocstories,3.0,social-norms,care-harm,It's good,showing care for others.,1.0,legal,2
amitheasshole,3.0,social-norms,care-harm,It's good,showing compassion for the mentally ill.,1.0,legal,2
confessions,4.0,social-norms,care-harm|loyalty-betrayal,should,showing compassion toward the mental health problems of family members.,1.0,legal,2
amitheasshole,4.0,description,care-harm,it's expected,showing concern for a friend and keep them safe.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,you should,showing concern for people you care about.,2.0,legal,2
