area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label,action_ukr
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,it's okay,treating yourself from time to time,0.0,legal,1,час від часу балувати себе
rocstories,4.0,advice,care-harm,okay,treating yourself now and then,0.0,legal,1,час від часу побалувати себе
amitheasshole,4.0,social-norms|advice,care-harm,You should,trusting people when they say they have a medical condition,0.0,legal,1,"довіряти людям, коли вони кажуть, що мають медичні проблеми"
confessions,4.0,advice,care-harm|loyalty-betrayal,good,trusting those you care about.,1.0,legal,2,"довіряти тим, хто тобі небайдужий."
rocstories,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,you should,trying do nice things for your family.,0.0,legal,1,намагаюся робити щось приємне для своєї родини.
amitheasshole,4.0,social-norms,care-harm,you should,trying not to embarrass your friends.,0.0,legal,1,намагаючись не засоромити своїх друзів.
dearabby,4.0,social-norms|advice,care-harm,You should,trying to be more affectionate toward others.,1.0,legal,2,намагаюся бути більш ласкавим до інших.
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It's bad,trying to break up other people's relationships.,-2.0,legal,0,намагаючись зруйнувати стосунки інших людей.
amitheasshole,4.0,morality-ethics,care-harm,You should,trying to change a behavior of your family when you see it as harmful.,0.0,legal,1,"намагаєтеся змінити поведінку вашої родини, коли вважаєте її шкідливою."
amitheasshole,4.0,morality-ethics|social-norms,care-harm,should,trying to comfort someone who is suicidal,0.0,legal,1,намагаючись втішити людину з суїцидальними думками
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,trying to control someone else's body weight.,-2.0,legal,0,намагатися контролювати вагу тіла іншої людини.
amitheasshole,4.0,morality-ethics,care-harm,it is wrong,trying to control the relationship of another person.,-1.0,legal,0,намагаючись контролювати стосунки іншої людини.
amitheasshole,4.0,morality-ethics,care-harm|authority-subversion,it is rude,trying to control your friend's life.,-1.0,legal,0,намагатися контролювати життя свого друга.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,You shouldn't,trying to control your significant other to the point that they can't even have fun.,-1.0,tolerated,0,"намагання контролювати свою другу половинку до такої міри, що вони навіть не можуть розважатися."
dearabby,4.0,social-norms|advice,care-harm,it's good,trying to develop friendships.,1.0,legal,2,намагаючись розвивати дружні стосунки.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,should,trying to get along with family despite different views.,0.0,legal,1,"намагаючись порозумітися з родиною, незважаючи на різні погляди."
dearabby,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's good,trying to get along with your siblings,0.0,legal,1,намагатися порозумітися зі своїми братами і сестрами
confessions,4.0,morality-ethics,care-harm|fairness-cheating,shouldn't,"trying to get back at people, even when they treated you poorly.",-1.0,tolerated,0,"намагатися помститися людям, навіть коли вони погано з тобою поводились."
confessions,4.0,advice,care-harm,good,trying to get embarrassing memories out of your life.,0.0,legal,1,намагаєшся позбутися незручних спогадів зі свого життя.
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,you should,trying to give your friends gifts for their birthday.,1.0,legal,2,намагаєшся дарувати друзям подарунки на їхній день народження.
confessions,4.0,morality-ethics,care-harm,Shouldn't,trying to hang yourself.,-2.0,illegal,0,намагатися повіситися
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It's good,trying to have a positive relationship with your parents.,2.0,legal,2,намагатися підтримувати позитивні стосунки з батьками.
amitheasshole,4.0,morality-ethics,care-harm,You should,trying to help a friend who is experiencing mental health issues.,1.0,legal,2,"намагаючись допомогти другові, який має проблеми з психічним здоров'ям."
dearabby,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's good,trying to help people that need a little more service than others.,2.0,legal,2,"намагаючись допомогти людям, які потребують трохи більше обслуговування, ніж інші."
dearabby,4.0,morality-ethics,care-harm,You should,trying to help your children,0.0,legal,1,намагаючись допомогти вашим дітям
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,shady,trying to hide things from your family.,-1.0,legal,0,намагаючись приховати речі від своєї родини.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It's rude,trying to hold a friend back from making and achieving big goals.,-1.0,legal,0,намагання стримувати друга від постановки та досягнення великих цілей.
confessions,4.0,morality-ethics|advice,care-harm|fairness-cheating,you shouldn't,trying to hurt people with medical issues.,-2.0,tolerated,0,намагаються зашкодити людям з медичними проблемами.
rocstories,4.0,advice,care-harm,it's smart,trying to improve one's skills.,0.0,legal,1,намагатися вдосконалити свої вміння.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,You shouldn't,trying to keep someone from finding love.,-1.0,legal,0,намагатися завадити комусь знайти кохання.
rocstories,4.0,advice,care-harm,should,trying to keep yourself safe when you're in an earthquake.,0.0,legal,1,намагатися зберегти себе в безпеці під час землетрусу.
confessions,4.0,morality-ethics|advice,care-harm,You shouldn't,trying to kill yourself.,-1.0,tolerated,0,намагатися вбити себе.
rocstories,4.0,advice,care-harm,ok,trying to locate your phone from your computer if you lose it.,0.0,legal,1,"спроба локалізувати свій телефон з комп'ютера, якщо ви його загубите."
amitheasshole,4.0,social-norms,care-harm,you should,trying to maintain your friendships.,1.0,legal,2,намагатися підтримувати свої дружні стосунки.
confessions,4.0,morality-ethics|advice,care-harm,It's good,trying to make positive changes in the world when you are worried about the state it is in.,1.0,legal,2,"намагатися здійснювати позитивні зміни у світі, коли ти непокоїшся про його стан."
confessions,4.0,advice,care-harm,you should,trying to make the best out of a situation.,0.0,legal,1,намагаючись максимально використати ситуацію.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's wrong,trying to manipulate people by holding their score hostage.,-1.0,tolerated,0,"намагаючись маніпулювати людьми, беручи їхні бали у заручники."
rocstories,4.0,advice,care-harm,You should,trying to notice things.,1.0,legal,2,намагаючись помічати речі.
rocstories,4.0,morality-ethics|social-norms|advice,care-harm|loyalty-betrayal,should,trying to provide for your children in any way possible,0.0,legal,1,намагаючись забезпечити своїх дітей усіма можливими способами
confessions,4.0,advice,care-harm|sanctity-degradation,it's good,trying to remain sober.,0.0,legal,1,намагаючись залишатися тверезим.
dearabby,4.0,social-norms|advice,care-harm,People should,trying to resist the urge to succumb to pettiness and doubt.,0.0,legal,1,намагаючись протистояти бажанню піддатися дріб'язковості та сумнівам.
confessions,4.0,advice,care-harm,You shouldn't,trying to sabotage your life.,-2.0,legal,0,намагаючись зруйнувати твоє життя.
rocstories,4.0,morality-ethics,care-harm,It's good,trying to save people from harm.,2.0,legal,2,намагаючись врятувати людей від шкоди.
rocstories,4.0,morality-ethics,care-harm,It's futile,trying to save people who don't want to be saved.,0.0,legal,1,"намагатися врятувати людей, які не хочуть бути врятованими."
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,it's wrong,trying to separate someone from those they love.,-2.0,legal,0,"намагаючись відокремити когось від тих, кого вони люблять."
confessions,4.0,morality-ethics|description,care-harm|sanctity-degradation,it is wrong,trying to suffocate someone,-2.0,illegal,0,намагаючись задушити когось
rocstories,4.0,advice,care-harm|loyalty-betrayal,You should,trying to support people during important events in their lives,1.0,legal,2,намагаючись підтримати людей під час важливих подій у їхньому житті
amitheasshole,4.0,morality-ethics,care-harm|sanctity-degradation,it's wrong,trying to take advantage of others.,-1.0,tolerated,0,намагатися скористатися іншими на свою користь.
confessions,4.0,advice,care-harm,it's good,trying to talk out one's problems instead of bottling them up inside,2.0,legal,2,"намагатись проговорювати свої проблеми, замість того щоб тримати їх у собі"
confessions,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You should,trying to trust your partner.,1.0,legal,2,намагатися довіряти своєму партнеру.
amitheasshole,4.0,morality-ethics,care-harm,It's good,trying to understand other people's feelings.,1.0,legal,2,намагаючись зрозуміти почуття інших людей.
amitheasshole,4.0,morality-ethics|advice,care-harm|fairness-cheating,should,trying to work out disagreements with your spouse.,1.0,legal,2,намагатися вирішити розбіжності з вашим чоловіком/дружиною.
rocstories,4.0,advice,care-harm|loyalty-betrayal,you should,trying your best.,1.0,legal,2,намагаючись з усіх сил.
rocstories,4.0,description,care-harm,can be very painful,turning an ankle,0.0,legal,1,підвертання щиколотки
amitheasshole,4.0,advice,care-harm,It's okay,turning to friends in a time of need.,0.0,legal,1,звернення до друзів у важкі часи.
dearabby,4.0,morality-ethics,care-harm,it's not okay,turning your back on your children.,-1.0,legal,0,відвернутися від своїх дітей.
confessions,4.0,advice,care-harm,should,turning your life around if you don't like it.,0.0,legal,1,"змінити своє життя на краще, якщо воно тебе не влаштовує."
amitheasshole,4.0,morality-ethics|advice,care-harm,You should,understanding how much courage it takes to perform in front of people before making fun of them.,0.0,legal,1,"розуміння того, скільки сміливості потрібно, щоб виступати перед людьми, перш ніж висміювати їх."
confessions,4.0,advice,care-harm,good,understanding that you need help.,1.0,legal,2,"Розуміння того, що вам потрібна допомога."
amitheasshole,4.0,advice,care-harm,you should,understanding the real source of your anger if you're blowing up at people unjustly.,0.0,legal,1,"розуміння справжнього джерела вашого гніву, якщо ви несправедливо зриваєтеся на людях."
rocstories,4.0,morality-ethics|advice,care-harm,you shouldn't,upsetting animals.,-2.0,tolerated,0,розлючуючи тварин.
amitheasshole,4.0,morality-ethics,care-harm,wrong,upsetting your friend.,-1.0,legal,0,засмучення вашого друга.
rocstories,4.0,advice,care-harm,standard,using a blender to mix ingredients.,0.0,legal,1,використання блендера для змішування інгредієнтів.
rocstories,4.0,advice,care-harm,should,using a flashlight or some candles when walking in the dark.,0.0,legal,1,використовувати ліхтарик або кілька свічок при ходьбі в темряві.
confessions,4.0,morality-ethics,care-harm,It's wrong,using a position of power to hurt other people.,-2.0,tolerated,0,"використовувати владну позицію, щоб завдавати шкоди іншим людям."
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,using children for spite.,-2.0,tolerated,0,використання дітей заради помсти
confessions,4.0,advice,care-harm,may be time to get help,using drugs secretly,-1.0,illegal,0,таємне вживання наркотиків
amitheasshole,4.0,morality-ethics,care-harm,should not,using emotional blackmail.,-1.0,legal,0,використання емоційного шантажу.
dearabby,4.0,morality-ethics|advice,care-harm,It's bad,using illegal drugs,-1.0,illegal,0,вживання заборонених наркотичних речовин
confessions,4.0,morality-ethics,care-harm,You shouldn't,using medication that wasn't prescribed to you.,-2.0,illegal,0,"вживання ліків, які вам не призначали."
rocstories,4.0,morality-ethics|social-norms,care-harm,You shouldn't,using nicknames to mock others.,-1.0,legal,0,"використання прізвиськ, щоб висміювати інших."
amitheasshole,4.0,morality-ethics|social-norms,care-harm,shouldn't,using offensive slurs toward people.,-1.0,legal,0,використання образливих образ щодо людей.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,You shouldn't,using other people.,-1.0,legal,0,використання інших людей.
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,it is unacceptable,using people.,-1.0,legal,0,використовуючи людей.
confessions,4.0,morality-ethics,care-harm,it is wrong,using physical violence against another.,-2.0,illegal,0,застосування фізичного насильства проти іншої людини.
confessions,4.0,social-norms,care-harm,wrong,using physical violence with a partner.,-1.0,legal,0,застосування фізичного насильства до партнера.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,it's responsible,using protection.,0.0,legal,1,використовуючи захист.
amitheasshole,4.0,social-norms,care-harm,shouldn't,using slurs.,-1.0,legal,0,використання образливих слів/лайки
rocstories,4.0,advice,care-harm,should,using the bathroom before going to bed.,0.0,legal,1,користування ванною кімнатою перед сном.
confessions,4.0,morality-ethics,care-harm,shouldn't,using violence,-2.0,illegal,0,із застосуванням насильства
confessions,4.0,morality-ethics,care-harm,its wrong,using violence against others.,-2.0,tolerated,0,використання насильства проти інших.
confessions,4.0,morality-ethics,care-harm,shouldnt,using violence against people.,-2.0,illegal,0,застосування насильства проти людей.
dearabby,4.0,advice,care-harm,It's better,using your words to build people up and bestow kindness,1.0,legal,2,"використовувати свої слова, щоб підбадьорювати людей і дарувати доброту"
confessions,4.0,morality-ethics,care-harm,It's good,valuing life,1.0,legal,2,цінування життя
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,should,valuing your significant other and treat them with respect.,0.0,legal,1,цінувати свою другу половинку і ставитися до неї з повагою.
confessions,4.0,morality-ethics,care-harm,It's illegal,"vandalizing someone's vehicle, even if they park in your spot.",-2.0,illegal,0,"пошкоджувати чужий транспортний засіб, навіть якщо вони паркуються на вашому місці."
dearabby,4.0,morality-ethics,care-harm,it's wrong,verbally abusing people.,-2.0,legal,0,словесно ображати людей.
dearabby,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's wrong,verbally abusing someone.,-2.0,legal,0,словесно ображати когось
confessions,4.0,morality-ethics,care-harm,It's wrong,verbally attacking people.,-2.0,legal,0,словесно нападати на людей.
rocstories,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's good,visiting friends.,1.0,legal,2,відвідувати друзів
rocstories,4.0,advice,care-harm,it's good,visiting the dentist regularly.,0.0,legal,1,регулярні відвідування стоматолога.
rocstories,4.0,advice,care-harm,it's good,visiting the doctor regularly.,1.0,legal,2,регулярно відвідувати лікаря.
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It's normal,visiting your family when you move out.,0.0,legal,1,"відвідування вашої родини після того, як ви виїхали з дому."
amitheasshole,4.0,social-norms,care-harm,It's good,visiting your family.,1.0,legal,2,відвідування вашої родини.
amitheasshole,4.0,morality-ethics,care-harm,It's important,visiting your oldest family members while they still have time.,2.0,legal,2,"відвідування найстарших членів вашої сім'ї, поки вони ще живі."
dearabby,4.0,social-norms,care-harm,it is ok,voicing your opinion to your daughter if done in a careful manner.,0.0,legal,1,"висловлення своєї думки доньці, якщо це зроблено обережним чином."
dearabby,4.0,morality-ethics,care-harm|fairness-cheating,it is good,volunteering your time to help others,2.0,legal,2,"жертвування вашого часу, щоб допомогти іншим"
rocstories,4.0,morality-ethics|social-norms,care-harm,shouldn't,waking people up who are trying to sleep.,-1.0,legal,0,"будити людей, які намагаються спати."
amitheasshole,4.0,social-norms,care-harm,It's wrong,waking someone that is trying to sleep.,-1.0,legal,0,"будити когось, хто намагається заснути."
rocstories,4.0,social-norms,care-harm,It's rude,waking up someone who is asleep.,-1.0,legal,0,"розбудити когось, хто спить."
amitheasshole,4.0,social-norms,care-harm,It's rude,"waking up someone who is trying to get a good night's sleep, when you had the luxury of sleeping in.",-2.0,legal,0,"розбудити когось, хто намагається виспатись, коли ти маєш розкіш поніжитись у ліжку довше."
rocstories,4.0,morality-ethics|advice,care-harm,You should,walking your dog regularly,0.0,legal,1,регулярне вигулювання собаки
confessions,4.0,advice,care-harm,It's good,walking your dog.,0.0,legal,1,вигул твого собаки
rocstories,4.0,social-norms,care-harm,It's understood,wallowing in drama and can't help themselves.,0.0,legal,1,занурюються у драму і нічого не можуть із собою вдіяти.
rocstories,4.0,advice,care-harm,it's good,wanitng to be prepared and be hydrated.,1.0,legal,2,бажаючи бути підготовленим і зволоженим.
confessions,4.0,social-norms,care-harm,it's normal,wanting a connection with another human being,0.0,legal,1,прагнення зв'язку з іншою людиною
amitheasshole,4.0,description,care-harm,It's understandable,wanting a good night's sleep.,0.0,legal,1,бажаючи добре виспатися.
amitheasshole,4.0,social-norms,care-harm,is appropriate,wanting and asking for some time to yourself.,0.0,legal,1,прагнення і прохання про деякий час для себе.
rocstories,4.0,social-norms|description,care-harm|loyalty-betrayal,It's okay,wanting having friends around you for important events,0.0,legal,1,бажання мати друзів поруч під час важливих подій
dearabby,4.0,description,care-harm,it's good,wanting kids to be prepared for life.,0.0,legal,1,"бажаючи, щоб діти були готові до життя."
rocstories,4.0,morality-ethics|description,care-harm|sanctity-degradation,It's understandable,wanting making sure wounds heal properly,0.0,legal,1,"бажаючи переконатися, що рани загоюються належним чином"
amitheasshole,4.0,social-norms,care-harm,understandable,wanting only to date someone you are interested in.,0.0,legal,1,"бажання зустрічатися лише з тим, хто вам цікавий."
confessions,4.0,social-norms|description,care-harm,it's understandable,wanting other people to be healthy.,0.0,legal,1,"бажання, щоб інші люди були здоровими."
confessions,4.0,morality-ethics,care-harm,it's wrong,wanting others to be sad.,-2.0,legal,0,"бажання, щоб іншим було сумно."
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's okay,wanting peace and quiet so you can rest when others are disturbing you.,0.0,legal,1,"бажання тиші й спокою, щоб відпочити, коли інші заважають тобі."
dearabby,4.0,morality-ethics,care-harm,it's good,wanting people to be in good health.,1.0,legal,2,"бажаючи, щоб люди були здоровими."
amitheasshole,4.0,social-norms|advice,care-harm,It is okay,wanting personal space and time for oneself,0.0,legal,1,бажання особистого простору та часу для себе
amitheasshole,4.0,advice,care-harm,it is okay,wanting physical contact with your partner.,0.0,legal,1,бажання фізичного контакту з партнером.
amitheasshole,4.0,description,care-harm,it's normal,wanting privacy.,0.0,legal,1,бажаючи приватності.
amitheasshole,4.0,description,care-harm,It's fine,wanting some seclusion every once in a while.,0.0,legal,1,бажаючи усамітнення час від часу.
rocstories,4.0,description,care-harm,it's good,wanting someone to be healthy in life.,1.0,legal,2,бажаючи комусь здоров'я в житті.
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It's wrong,wanting someone to leave you alone because of their sexuality.,-2.0,legal,0,"бажання, щоб хтось залишив тебе у спокої через їхню сексуальну орієнтацію."
amitheasshole,4.0,description,care-harm,it's understandable,wanting space when you are sick.,0.0,legal,1,"бажання побути на самоті, коли ти хворієш."
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,It is understandable,wanting space when you are upset.,0.0,legal,1,"бажання усамітнитися, коли ви засмучені."
dearabby,4.0,description,care-harm,understandable,wanting support when you're going through a health scare.,0.0,legal,1,"бажання підтримки, коли ти переживаєш через проблеми зі здоров'ям."
confessions,4.0,morality-ethics,care-harm,It's good,wanting the best for other people.,1.0,legal,2,бажання найкращого для інших людей.
confessions,4.0,morality-ethics,care-harm,It's understandable,wanting the best for someone,0.0,legal,1,бажати комусь найкращого
dearabby,4.0,social-norms,care-harm,It's understandable,wanting the best for your children.,0.0,legal,1,бажання найкращого для своїх дітей.
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,It's okay,wanting the best for your significant other.,0.0,legal,1,бажати найкращого своїй другій половинці.
confessions,4.0,morality-ethics,care-harm|fairness-cheating,It is wrong,wanting to appear to have a problem that you don't.,-1.0,legal,0,"бажання здаватись, ніби маєш проблему, якої насправді немає."
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It is normal,wanting to avoid a fight with your significant other.,0.0,legal,1,бажання уникнути сварки з вашою другою половинкою.
confessions,4.0,social-norms,care-harm|loyalty-betrayal,it's wrong,wanting to avoid interacting with people just because they're autistic.,-1.0,legal,0,"бажання уникати взаємодії з людьми лише через те, що вони мають аутизм."
confessions,4.0,advice,care-harm,It is acceptable,wanting to avoid people as much as possible.,0.0,legal,1,прагнучи уникати людей якомога більше.
amitheasshole,4.0,description,care-harm,it's understandable,wanting to avoid someone who has abused you.,0.0,legal,1,"бажання уникати людини, яка тебе кривдила."
confessions,4.0,morality-ethics,care-harm|authority-subversion,It's wrong,wanting to be a criminal.,-2.0,illegal,0,бажання стати злочинцем.
confessions,4.0,social-norms,care-harm|loyalty-betrayal,It's understandable,wanting to be close to people you like.,0.0,legal,1,"бажання бути поряд з людьми, які тобі подобаються."
amitheasshole,4.0,advice,care-harm,It's understandable,wanting to be comfortable wherever you are.,1.0,legal,2,бажання відчувати себе комфортно де б ти не був.
rocstories,4.0,social-norms|description,care-harm,It is understandable,wanting to be financially secure.,0.0,legal,1,прагнення бути фінансово захищеним.
confessions,4.0,description,care-harm,It's normal,wanting to be in a romantic relationship.,0.0,legal,1,бажання бути у романтичних стосунках.
rocstories,4.0,advice,care-harm|loyalty-betrayal,It's good,wanting to be involved with the community.,1.0,legal,2,бажання бути залученим до життя громади.
dearabby,4.0,advice,care-harm,it's good,wanting to be prepared for the future.,0.0,legal,1,прагнучи бути готовими до майбутнього.
confessions,4.0,social-norms,care-harm,It's good,wanting to be with your friends.,0.0,legal,1,бажання бути зі своїми друзями.
confessions,4.0,advice,care-harm,understandable,wanting to breathe clean air.,0.0,legal,1,хотіти дихати чистим повітрям.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's wrong,wanting to cheat on your girlfriend.,-2.0,tolerated,0,бажання зрадити своїй дівчині.
confessions,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,It's bad,wanting to cheat on your spouse.,-1.0,tolerated,0,бажання зрадити своєму подружжю.
rocstories,4.0,social-norms|description,care-harm,It's normal,wanting to clear up space,0.0,legal,1,бажаючи звільнити місце
confessions,4.0,advice|description,care-harm|sanctity-degradation,it's okay,wanting to die painlessly.,0.0,legal,1,бажаючи померти безболісно.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's okay,wanting to distance yourself from a toxic friend.,0.0,legal,1,бажання віддалитися від токсичного друга.
rocstories,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's good,wanting to do something special for someone you care about.,1.0,legal,2,"бажання зробити щось особливе для людини, яка тобі небайдужа."
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,it's okay,wanting to do something that ends pain for your family.,0.0,legal,1,"бажання зробити щось, що припинить страждання вашої сім'ї."
dearabby,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's good,wanting to do things to help someone.,1.0,legal,2,"бажання робити речі, щоб допомогти комусь."
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,it's normal,wanting to eat with loved ones.,0.0,legal,1,бажання їсти з близькими.
rocstories,4.0,morality-ethics|advice,care-harm,it's good,wanting to educate your children.,0.0,legal,1,бажання дати освіту своїм дітям.
confessions,4.0,advice,care-harm,good,wanting to feel assured about things.,0.0,legal,1,бажання бути впевненим щодо різних речей.
confessions,4.0,description,care-harm,is understandable,wanting to feel better after a long night of drinking.,0.0,legal,1,бажаючи почуватися краще після довгої ночі вживання алкоголю.
confessions,4.0,description,care-harm,It's understandable,wanting to feel pleasure.,0.0,legal,1,бажаючи відчути задоволення.
confessions,4.0,advice,care-harm,good,wanting to get over a break up.,0.0,legal,1,бажання подолати розставання.
dearabby,4.0,advice,care-harm,It's good,wanting to get physical activity,0.0,legal,1,бажання займатися фізичною активністю
dearabby,4.0,advice,care-harm,It's good,wanting to grow up and learn more about life,1.0,legal,2,бажання дорослішати і дізнаватися більше про життя
confessions,4.0,morality-ethics,care-harm,it's warped,wanting to have a terminal illness for any reason.,-1.0,legal,0,бажання мати смертельну хворобу з будь-якої причини.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,One should,wanting to help a friend when they have a problem.,2.0,legal,2,"бажання допомогти другу, коли в нього проблема."
confessions,4.0,morality-ethics,care-harm,It's good,wanting to help out others.,2.0,legal,2,бажання допомагати іншим.
rocstories,4.0,social-norms|advice,care-harm,It's good,wanting to help people out,2.0,legal,2,бажання допомагати людям
amitheasshole,4.0,description,care-harm,it's okay,wanting to help your elders,0.0,legal,1,бажання допомагати старшим
confessions,4.0,advice,care-harm,understandable,wanting to hold onto things.,0.0,legal,1,бажання триматись за речі.
confessions,4.0,advice,care-harm,is not okay,wanting to hurt yourself,-2.0,legal,0,прагнення завдати собі шкоди
dearabby,4.0,description,care-harm,it's okay,wanting to keep some things private from your children.,0.0,legal,1,бажання приховати деякі речі від своїх дітей.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,understandable,wanting to keep your partner safe when they go out.,1.0,legal,2,"бажання захистити свого партнера, коли той кудись виходить."
confessions,4.0,advice,care-harm,understandable,wanting to keep your trauma private.,0.0,legal,1,бажання зберігати свою травму в таємниці.
confessions,4.0,description,care-harm,it's bad,wanting to kill yourself,-1.0,legal,0,суїцидальні думки
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It is wrong,wanting to kill yourself.,-1.0,legal,0,бажання накласти на себе руки.
rocstories,4.0,description,care-harm,It's understandable,wanting to lay on a blanket and avoid the sand when you go to the beach.,0.0,legal,1,"бажання лежати на покривалі й уникати піску, коли ви йдете на пляж."
confessions,4.0,advice,care-harm|loyalty-betrayal,okay,wanting to leave someone.,0.0,legal,1,бажання покинути когось.
confessions,4.0,description,care-harm,It's good to,wanting to live a healthy life.,0.0,legal,1,бажаючи жити здоровим життям.
confessions,4.0,morality-ethics,care-harm,It's good,wanting to live in a better world.,1.0,legal,2,бажання жити в кращому світі.
rocstories,4.0,social-norms,care-harm,it's expected,wanting to look your best always,0.0,legal,1,завжди прагнучи виглядати найкраще
confessions,4.0,advice,care-harm,okay,wanting to lose weight responsibly.,0.0,legal,1,бажаючи відповідально схуднути.
dearabby,4.0,social-norms,care-harm,It is good,wanting to make money.,0.0,legal,1,бажання заробляти гроші.
confessions,4.0,morality-ethics,care-harm,It's rude,wanting to make someone feel bad.,-1.0,legal,0,бажання змусити когось почуватися погано.
confessions,4.0,advice,care-harm,It's normal,wanting to move on.,1.0,legal,2,бажаючи йти далі
rocstories,4.0,description,care-harm,understandable,wanting to order your favorite meal when you go to your favorite restaurant.,0.0,legal,1,"бажання замовити свою улюблену страву, коли ви відвідуєте свій улюблений ресторан."
rocstories,4.0,morality-ethics,care-harm,It is understandable,wanting to protect children.,0.0,legal,1,прагнення захистити дітей.
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,it's good,wanting to protect others from people that can hurt them.,1.0,legal,2,"бажання захистити інших від людей, які можуть їх скривдити."
amitheasshole,4.0,social-norms,care-harm,expected,wanting to protect your home.,0.0,legal,1,бажаючи захистити свій будинок.
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,it's okay,wanting to protect yourself from a situation that could hurt you,0.0,legal,1,"бажання захистити себе від ситуації, яка може завдати шкоди"
amitheasshole,4.0,advice,care-harm,is okay,wanting to rest in your time off.,0.0,legal,1,бажання відпочити у свій вільний час.
confessions,4.0,morality-ethics,care-harm,it's good,wanting to save an animals life.,1.0,legal,2,бажання врятувати життя тварини.
confessions,4.0,description,care-harm,it's understandable,wanting to save expensive items you own.,0.0,legal,1,"бажання зберегти дорогі речі, якими ви володієте."
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,Partners are expected,wanting to spend a good amount of time with each other.,0.0,legal,1,бажаючи проводити разом достатньо багато часу.
amitheasshole,4.0,morality-ethics,care-harm,It's understandable,wanting to spend time enjoying your life.,0.0,legal,1,бажання проводити час насолоджуючись своїм життям.
dearabby,4.0,social-norms,care-harm,It's good,wanting to spend time with others in life.,0.0,legal,1,бажання проводити час з іншими людьми в житті.
amitheasshole,4.0,social-norms,care-harm,It is normal,wanting to spend time with their friends when they get time off school.,0.0,legal,1,"бажання проводити час з друзями, коли вони не займаються навчанням."
dearabby,4.0,social-norms|advice,care-harm|loyalty-betrayal,It's good,wanting to spend time with your family.,1.0,legal,2,бажання проводити час з родиною.
amitheasshole,4.0,description,care-harm,it's understandable,wanting to spend time with your friends.,0.0,legal,1,бажання проводити час зі своїми друзями.
rocstories,4.0,advice,care-harm,it's good,wanting to stay hydrated,0.0,legal,1,бажаючи залишатися зволоженим
amitheasshole,4.0,description,care-harm,it's good,wanting to stay in touch with old friends.,1.0,legal,2,бажання підтримувати зв'язок зі старими друзями.
rocstories,4.0,social-norms|description,care-harm,It is understandable,wanting to succeed.,0.0,legal,1,бажання досягти успіху.
confessions,4.0,description,care-harm,It's good,wanting to suffer as little as possible.,1.0,legal,2,бажаючи страждати якомога менше.
rocstories,4.0,social-norms|advice,care-harm,it's good,wanting to take care of an emergency,0.0,legal,1,потреба вирішити невідкладну ситуацію
amitheasshole,4.0,description,care-harm,is understandable,wanting to take care of things you own.,0.0,legal,1,"бажання дбати про речі, які вам належать."
