area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,it's important,respecting others' privacy.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,should,respecting people's cultures and races.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's expected,respecting privacy,0.0,legal,1
amitheasshole,4.0,advice,care-harm,people should,respecting that not everyone wants a wedding,0.0,legal,1
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,You should,respecting the commitments you've made with people close to you.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,should,respecting the feelings of your partner.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,A parent should,respecting their child's privacy.,0.0,legal,1
rocstories,4.0,advice,care-harm,It's good,respecting wild animals by leaving them alone.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,It is kind,respecting your ex.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,it's important,respecting your friends' time and not always expect them to drop everything to help you.,1.0,legal,2
dearabby,4.0,social-norms,care-harm,is polite,respecting your guests.,1.0,legal,2
dearabby,4.0,social-norms,care-harm,You should,respecting your parents final wishes,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,should,respecting your partner's body.,2.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm,expected,respecting your partner's feelings.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,You should,respecting your significant other's interests.,0.0,legal,1
rocstories,4.0,advice,care-harm,should,respecting yourself.,2.0,legal,2
amitheasshole,4.0,social-norms,care-harm,expected,responding to friends when they contact you.,1.0,legal,2
dearabby,4.0,social-norms|advice,care-harm,It's acceptable,responding to your own opinions and feelings.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's expected,responding to your partner's text messages.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It's good,restraining your anger when you want to lash out at someone.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's expected,returning things you borrow.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,shouldn't,revealing sensitive medical information to others.,-2.0,illegal,0
rocstories,4.0,advice,care-harm,It's good,rewarding someone for their effort.,1.0,legal,2
rocstories,4.0,social-norms,care-harm,It is kind,rewarding someone with a gift.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,It is wrong,ridiculing someone's eating habits.,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm|authority-subversion,It's wrong,robbing a bank and foisting the money on your child.,-1.0,illegal,0
rocstories,4.0,morality-ethics,care-harm,it's wrong,robbing people and threaten them with a weapon,-2.0,illegal,0
confessions,4.0,advice,care-harm,it's wrong,romanticizing unhealthy relationships.,-1.0,legal,0
amitheasshole,4.0,social-norms|advice,care-harm,it's normal,roommates getting on each other's nerves from time to time.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm|fairness-cheating,It's wrong,ruining lives,-2.0,tolerated,0
confessions,4.0,advice,care-harm|loyalty-betrayal,It is bad,ruining long standing relationships,-2.0,legal,0
confessions,4.0,advice,care-harm,should not,ruining other people's fun,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,it's bad,ruining other's lives.,-2.0,illegal,0
amitheasshole,4.0,morality-ethics,care-harm,you shouldn't,ruining people's jobs.,-2.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm,You shouldn't,ruining people's lives.,-2.0,tolerated,0
confessions,4.0,description,care-harm,It's rude,ruining people’s property.,-1.0,tolerated,0
confessions,4.0,social-norms|advice,care-harm,It's rude,ruining someone else's life.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,it's mean,ruining someone's life.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,shouldnt,ruining someone's tires.,-2.0,tolerated,0
dearabby,4.0,morality-ethics,care-harm,You shouldn't,ruining the holidays for people,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,shouldn't,ruining your kid's birthday party.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,ruining your partner's birthday.,-2.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It's wrong,ruining your partner's friendships.,-2.0,legal,0
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,You shouldn't,ruining your partner's wedding.,-2.0,legal,0
rocstories,4.0,advice,care-harm,should,running away and getting help if you see an aggressive dog,0.0,legal,1
amitheasshole,4.0,advice,care-harm|authority-subversion,You shouldn't,running away from your parents.,-1.0,tolerated,0
rocstories,4.0,advice,care-harm,It's acceptable,running away when you're fleeing from a dangerous situation,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,It's rude,running into someone on purpose.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It is annoying,rushing someone in the morning while they are getting ready.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It is expected,rushing to help if they see someone getting hurt.,2.0,legal,2
confessions,4.0,morality-ethics,care-harm,bad,sabotaging other people's lives,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,It's bad,sabotaging other people.,-1.0,tolerated,0
confessions,4.0,description,care-harm|fairness-cheating,It's frustrating,sabotaging your good fortunes.,-2.0,tolerated,0
confessions,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,it's bad,sabotaging your own relationships,-1.0,legal,0
confessions,4.0,advice,care-harm,It's understandable,sabotaging your recovery by visiting a bar when you're trying to overcome an alcohol addiction,-1.0,legal,0
confessions,4.0,advice,care-harm,It is good,saving money for the future,1.0,legal,2
rocstories,4.0,advice,care-harm,it is good,saving money.,0.0,legal,1
rocstories,4.0,advice,care-harm|loyalty-betrayal,It's good,saving up money to buy things for your family.,2.0,legal,2
rocstories,4.0,advice,care-harm,It's good,saving up money to pay off bills.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,It is okay,saving your money.,0.0,legal,1
confessions,4.0,advice,care-harm,it's good,"saying ""I love you"" to people",1.0,legal,2
amitheasshole,4.0,morality-ethics|description,care-harm,It might upset,saying bad things about his family,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,wrong,saying bad things to your partner.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,it's wrong,saying disrespectful things that could hurt people.,-2.0,tolerated,0
confessions,4.0,social-norms,care-harm,it's bad,saying hurtful things to your friends,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,shouldn't,saying hurtful things to your partner,-2.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It's wrong,saying mean things to a friend.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,it's rude,saying mean things.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,saying racist things.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,it's rude,saying something intentionally offensive to someone you're going out with.,-1.0,legal,0
dearabby,4.0,social-norms,care-harm,it's wrong,saying something you shouldn't around a boyfriends kid.,-1.0,legal,0
confessions,4.0,advice,care-harm,it's nice,saying thank you to other people,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm,should,saying thank you when your spouse pays for your trip.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,You shouldn't,"saying the ""n-word"" if you're white.",-2.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm,shouldn't,saying the n-word.,-2.0,legal,0
dearabby,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's wrong,saying thing that hurt your children.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,it's wrong,saying things that hurt anther person.,-1.0,legal,0
dearabby,4.0,morality-ethics,care-harm,It is bad,saying things that hurt your family members.,-2.0,legal,0
amitheasshole,4.0,advice,care-harm,shouldn't,saying things that may damage a relationship with a friend.,-1.0,legal,0
confessions,4.0,social-norms,care-harm,not okay,saying things to antagonize others.,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm,It's not okay,saying things to others that could hurt their feelings,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It is okay,saying what you like and what you don't,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It's bad,saying you will do something and then not do it.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm|fairness-cheating,shouldn't,scamming people.,-2.0,illegal,0
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,scaring children.,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion|sanctity-degradation,You should not,scaring others on purpose.,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm,It is wrong,scaring people intentionally.,-1.0,legal,0
rocstories,4.0,morality-ethics|advice,care-harm|authority-subversion|sanctity-degradation,You shouldn't,scaring your kids by showing them things they don't like.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,shouldn't,scarring toddlers.,-2.0,illegal,0
rocstories,4.0,morality-ethics,care-harm,shouldn't,screaming at animals.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It is rude,screaming at others.,-1.0,legal,0
rocstories,4.0,morality-ethics|advice,care-harm,you should,searching for your dog when you lose it,0.0,legal,1
dearabby,4.0,advice|description,care-harm|sanctity-degradation,should,seeing a counselor if you're having thoughts of harming yourself.,0.0,legal,1
dearabby,4.0,advice,care-harm,should,seeing a doctor If you have a weird bump,0.0,legal,1
dearabby,4.0,advice,care-harm,It's good,seeing a doctor about your health concerns,1.0,legal,2
confessions,4.0,advice,care-harm,should,seeing a doctor if you feel awful,0.0,legal,1
confessions,4.0,advice,care-harm,is good,seeing a doctor when constipation is ruining your relationships.,0.0,legal,1
rocstories,4.0,advice,care-harm,It's important,seeing a doctor when you are having health issues.,0.0,legal,1
rocstories,4.0,advice,care-harm,important,seeing a doctor when you get sick,0.0,legal,1
confessions,4.0,advice,care-harm,You should,seeing a doctor when you have a medical issue that is affecting your sex life.,1.0,legal,2
confessions,4.0,description,care-harm,is expected,seeing a doctor when you have medical problems,0.0,legal,1
rocstories,4.0,advice,care-harm,good,seeing a doctor when you need medical help.,0.0,legal,1
confessions,4.0,advice,care-harm,should,seeing a doctor when you're having alcohol withdrawals,0.0,legal,1
rocstories,4.0,advice,care-harm|authority-subversion,It is ok,seeing a doctor when your bloating will not go away.,0.0,legal,1
amitheasshole,4.0,description,care-harm,It is unpleasant,seeing a family member dying.,0.0,legal,1
confessions,4.0,advice,care-harm,It is good,seeing a therapist if you are feeling depressed.,0.0,legal,1
amitheasshole,4.0,description,care-harm,It's good,seeing your children perform.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,it's bad,seeking harm on family.,-2.0,illegal,0
amitheasshole,4.0,advice,care-harm,It is good,seeking help from someone who is a professional if you feel suicidal.,1.0,legal,2
confessions,4.0,advice,care-harm,It is good,seeking help if needed,1.0,legal,2
confessions,4.0,advice,care-harm|loyalty-betrayal,It is good,seeking help if needed.,1.0,legal,2
confessions,4.0,advice,care-harm,you should,seeking help if you feel you have a problem.,0.0,legal,1
confessions,4.0,advice,care-harm,It's encouraged,seeking help if you give imaginary personifications of holidays your phone number.,1.0,legal,2
dearabby,4.0,advice,care-harm,It's good,seeking help if you're feeling depressed.,1.0,legal,2
confessions,4.0,advice,care-harm,it's allowed,seeking help if you're having suicidal thoughts,0.0,legal,1
dearabby,4.0,morality-ethics|advice,care-harm,It's okay,seeking help if your partner is acting violently toward you.,0.0,legal,1
rocstories,4.0,advice,care-harm,you should,seeking help immediately when you break your bone,0.0,legal,1
confessions,4.0,advice,care-harm,It is good,seeking help right away if you want to die.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,its good,seeking help when dealing with depression.,0.0,legal,1
confessions,4.0,advice,care-harm,It is good,seeking help when needed.,1.0,legal,2
confessions,4.0,morality-ethics|advice,care-harm,It's good,seeking help when you can't shake depressed feelings.,0.0,legal,1
confessions,4.0,advice,care-harm,It's good,seeking help when you're experiencing a lot of stress,1.0,legal,2
confessions,4.0,advice,care-harm,it's good,seeking help when you're feeling depressed,0.0,legal,1
confessions,4.0,advice,care-harm,it is okay,seeking help.,0.0,legal,1
dearabby,4.0,advice,care-harm,it is good,seeking immediate help if you are suicidal.,0.0,legal,1
confessions,4.0,advice,care-harm,It is ok,seeking medical attention if your health is at a very high risk because of unhealthy eating.,1.0,legal,2
confessions,4.0,advice,care-harm,It is okay,seeking medical help if needed.,0.0,legal,1
dearabby,4.0,advice,care-harm,It is good,seeking medical help when needed.,1.0,legal,2
rocstories,4.0,advice,care-harm,It is good,seeking medical help when you have a worsening injury.,0.0,legal,1
confessions,4.0,advice,care-harm,It is good,seeking medical help.,0.0,legal,1
confessions,4.0,advice,care-harm,should,seeking mental help from a professional when you fantasize about your life ending.,1.0,legal,2
dearabby,4.0,advice,care-harm|fairness-cheating,It's okay,seeking outside help when you've experienced abuse.,1.0,legal,2
confessions,4.0,advice,care-harm,should,seeking professional help when the inanimate objects around you start speaking to you,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It's understandable,seeking support from people you've been close to if you're having a difficult time.,0.0,legal,1
rocstories,4.0,advice,care-harm|loyalty-betrayal,It's good,seeking the support of your peer group,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,you should,"seeking therapy if you daydream about murdering people, .",0.0,legal,1
confessions,4.0,morality-ethics,care-harm,It is bad,seeking to harm others.,-2.0,illegal,0
confessions,4.0,advice,care-harm,It is okay,seeking treatment for a bad addiction,0.0,legal,1
rocstories,4.0,morality-ethics|advice,care-harm,it's highly recommended,seeking treatment for serious diseases.,2.0,legal,2
confessions,4.0,advice,care-harm,You should,seing a doctor when you have mycoplasma.,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm|sanctity-degradation,You shouldn't,self harming.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's wrong,selling drugs to the younger sibling of a friend.,-2.0,illegal,0
dearabby,4.0,morality-ethics,care-harm,It's not okay,sending a kid to a place filled with dangerous criminals.,-1.0,tolerated,0
dearabby,4.0,social-norms,care-harm|authority-subversion,it's good,sending people cards for Christmas.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,okay,separating career and relationships.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It's reprehensible,serving someone a sandwich that you put in the toilet.,-2.0,tolerated,0
dearabby,4.0,morality-ethics,care-harm,You shouldn't,serving the wrong food to people who have allergies.,-2.0,tolerated,0
dearabby,4.0,advice,care-harm,It's admirable,serving your community as a first responder,1.0,legal,2
confessions,4.0,morality-ethics|advice,care-harm|authority-subversion,It's expected,setting a good example for your students as a teacher.,0.0,legal,1
rocstories,4.0,advice,care-harm,You should,setting alarms when you are prone to oversleeping for work.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|authority-subversion,it's healthy,setting boundaries around who can be in your home.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It is healthy,setting boundaries around who is welcome in your home.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,it's good,setting boundaries.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,It's not okay,setting people up for disaster.,-2.0,tolerated,0
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion,should,setting rules with your kids.,0.0,legal,1
confessions,4.0,advice,care-harm,is not okay,setting yourself up for disaster.,-1.0,legal,0
dearabby,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,It's not okay,setting yourself up for problems.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,It is inappropriate,sexuallizing children,-2.0,illegal,0
dearabby,4.0,morality-ethics,care-harm,it's wrong,sexually abusing a child.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,shouldn't,sexually abusing people.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It's wrong,sexually assaulting a child.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm,It's bad,sexually assaulting anyone.,-2.0,illegal,0
amitheasshole,4.0,social-norms,care-harm,it's rude,shaming someone.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It is good,sharing,1.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's good,sharing food with friends.,1.0,legal,2
dearabby,4.0,morality-ethics|social-norms,care-harm,It's nice,sharing in others' joy,1.0,legal,2
amitheasshole,4.0,advice,care-harm,it's kind,sharing things with friends,1.0,legal,2
confessions,4.0,social-norms|advice,care-harm|fairness-cheating,it is good,sharing things with friends.,1.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm,It's good,sharing things with your buddies.,1.0,legal,2
amitheasshole,4.0,morality-ethics|advice,care-harm,It's good,sharing things with your friends.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,is nice,sharing what you have with friends who need it.,2.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating|loyalty-betrayal,It's good,sharing with others the things that you have.,1.0,legal,2
confessions,4.0,social-norms,care-harm,It's allowed,sharing your feelings in appropriate places.,0.0,legal,1
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,important,sharing your feelings with other people,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,it's good,sharing your room with others.,2.0,legal,2
amitheasshole,4.0,social-norms,care-harm,It's wrong,shirking one's responsibility as a parent.,-1.0,tolerated,0
confessions,4.0,morality-ethics,care-harm,shouldn't,shooting people,-2.0,illegal,0
confessions,4.0,morality-ethics|social-norms,care-harm,It's bad,shooting someone with a gun.,-2.0,illegal,0
amitheasshole,4.0,social-norms,care-harm,You shouldn't,shouting at others.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,It's racist,shouting racial slurs at someone.,-1.0,tolerated,0
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,it's nice,showing a loved one how special they are.,1.0,legal,2
rocstories,4.0,advice,care-harm,It is good,showing affection to loved ones.,1.0,legal,2
dearabby,4.0,morality-ethics,care-harm,understandable,showing affection to your  parents.,1.0,legal,2
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,it is good,showing affection towards loved ones.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,It's polite,showing appreciation towards someone sharing their hobby with you.,1.0,legal,2
confessions,4.0,social-norms,care-harm|loyalty-betrayal,should,showing compassion toward the mental health problems of family members.,1.0,legal,2
amitheasshole,4.0,description,care-harm,it's expected,showing concern for a friend and keep them safe.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,you should,showing concern for people you care about.,2.0,legal,2
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,It's good,showing concern when your sister is having problems.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,should,showing forgiveness and grace  when people make mistakes in relationships,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|sanctity-degradation,it's wrong,showing inappropriate photos to others.,-1.0,legal,0
confessions,4.0,social-norms|advice,care-harm|loyalty-betrayal,it's good,showing one's feelings for your partner.,1.0,legal,2
rocstories,4.0,social-norms,care-harm,Children are expected,showing parents their injuries.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It's wrong,showing people a picture of someone if they don't want you to.,-2.0,legal,0
amitheasshole,4.0,social-norms,care-harm,expected,showing reverence at a funeral home.,0.0,legal,1
rocstories,4.0,advice,care-harm,It is kind,showing somebody the way home,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,It's good,showing someone that you care.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,it's rude,showing up late.,-1.0,legal,0
rocstories,4.0,morality-ethics|advice,care-harm,It is good,showing your family that you love them,1.0,legal,2
rocstories,4.0,description,care-harm,It is normal,showing your love on valentine's Day.,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,good,showing your love to your significant other,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is good,showing your loved ones that you care,2.0,legal,2
dearabby,4.0,advice,care-harm|loyalty-betrayal,It's good,showing your respect for others.,1.0,legal,2
rocstories,4.0,advice,care-harm,it is good,showing your significant other that you love them,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,It is nice,showing your support for people.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,it's expected,siblings not doing things that will hurt each other.,0.0,legal,1
dearabby,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,expected,siblings treating each other with kindness.,0.0,legal,1
rocstories,4.0,advice,care-harm,it's OK,signing off when you're hungry.,0.0,legal,1
confessions,4.0,advice,care-harm,It's bad,sitting around doing nothing all day.,-1.0,legal,0
rocstories,4.0,social-norms|advice,care-harm,It is ok,sitting down and taking a break when you feel sick.,1.0,legal,2
confessions,4.0,social-norms,care-harm,It's fine,sleeping with a light on when it gives you comfort.,0.0,legal,1
confessions,4.0,advice,care-harm,good,sleeping with things that bring you comfort.,1.0,legal,2
confessions,4.0,description,care-harm,It's okay,"slinking away from a horrible event when you're scared you'll get hurt, too.",0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm,It's understandable,small children still learning to regulate their emotions and deal with disappointment in acceptable ways.,0.0,legal,1
confessions,4.0,description,care-harm,You shouldn't,smelling things that make you want to puke.,-1.0,legal,0
rocstories,4.0,social-norms,care-harm|sanctity-degradation,it's good,smiling and being friendly with people.,1.0,legal,2
amitheasshole,4.0,advice|description,care-harm,unhealthy,smoking and drinking,-2.0,tolerated,0
rocstories,4.0,advice,care-harm,It's bad,smoking cigarettes.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's rude,snapping at your family.,-1.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,shouldn't,snooping around in your ex's life.,-1.0,legal,0
dearabby,4.0,description,care-harm|authority-subversion,It's nice,solving dilemmas.,1.0,legal,2
confessions,4.0,description,care-harm,It's sad,someone succumbing to drug addiction.,-2.0,illegal,0
amitheasshole,4.0,social-norms|description,care-harm|loyalty-betrayal,it's understandable,sometimes not wanting others in our living space.,0.0,legal,1
amitheasshole,4.0,description,care-harm,it's okay,"sometimes telling people the truth, even if it hurts them",0.0,legal,1
rocstories,4.0,advice,care-harm,it's good,soothing your throat with lemon when it's sore.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It is okay,speaking up if you are concerned about a friend.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It's okay,speaking up when others are negatively impacting you.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,It is okay,speaking up when something makes you uncomfortable.,0.0,legal,1
rocstories,4.0,advice,care-harm,it's good,speaking your mind.,1.0,legal,2
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,It's okay,spending holidays with the people who are important to you.,1.0,legal,2
rocstories,4.0,advice,care-harm,prudent,spending money frugally.,1.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm,shouldn't,spending money that isn't yours.,-1.0,illegal,0
confessions,4.0,advice,care-harm,You shouldn't,spending money you don't have.,-1.0,legal,0
rocstories,4.0,description,care-harm|authority-subversion,normal,spending most of your time with your parents when you're young,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,it's important,spending quality time with your child,0.0,legal,1
confessions,4.0,description,care-harm,It's nice,spending some quiet time alone during the holidays because it's a hectic time of the year.,1.0,legal,2
dearabby,4.0,social-norms,care-harm,It's good,spending time doing things you love with your partner.,1.0,legal,2
rocstories,4.0,advice,care-harm,It is good,spending time outdoors.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,is expected t,spending time together in relationships.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,should,spending time with family during the holidays.,0.0,legal,1
confessions,4.0,social-norms|advice,care-harm|loyalty-betrayal,it is good,spending time with family.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,it's good,spending time with others,1.0,legal,2
rocstories,4.0,social-norms,care-harm,It's good,spending time with others.,1.0,legal,2
rocstories,4.0,social-norms|description,care-harm,It's nice,spending time with people you like.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,it's good,spending time with the people you are in a relationship with.,2.0,legal,2
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,It's expected,spending time with your child.,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm|loyalty-betrayal,It's good,spending time with your family on special occasions,1.0,legal,2
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,It's good to,spending time with your friends.,1.0,legal,2
dearabby,4.0,advice,care-harm,You shouldn't,spending too much time dwelling in the past,-1.0,legal,0
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,It's your right,spending your money how you wish.,0.0,legal,1
rocstories,4.0,advice,care-harm,It's great,spending your money on things that set up you up to be more successful in the future,1.0,legal,2
confessions,4.0,advice,care-harm,it's unhealthy,spending your time harassing people online,-2.0,legal,0
rocstories,4.0,social-norms,care-harm|fairness-cheating,It's mean,spilling coffee on someone.,-1.0,tolerated,0
rocstories,4.0,advice,care-harm,you should,spitting out food or drink that tastes horrible.,0.0,legal,1
confessions,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's repugnant,spoiling Christmas for everyone.,-2.0,legal,0
confessions,4.0,morality-ethics,care-harm,shouldn't,spoiling things for others.,-1.0,legal,0
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,expected,spouses spending time together,0.0,legal,1
amitheasshole,4.0,description,care-harm,can be annoying,spreading gossip about the friends of the person you're dating,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,It's wrong,spying on people through social media.,-1.0,legal,0
confessions,4.0,advice,care-harm,It's bad,stabbing yourself.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,shouldn't,stalking former coworkers on social media.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm|authority-subversion,shouldn't,stalking people,-1.0,illegal,0
rocstories,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,It's wrong,stalking someone that you feel owes you more than friendship.,-2.0,illegal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's wrong,standing up a friend after you have made plans with them.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's okay,standing up for others.,0.0,legal,1
confessions,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You should,standing up for your family members if they are being treated poorly.,2.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,it's okay,standing up for your partner.,0.0,legal,1
rocstories,4.0,social-norms,care-harm|authority-subversion,good,standing up for yourself and doing things that frighten you,1.0,legal,2
confessions,4.0,advice,care-harm,should,standing up for yourself if you're bullied,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,You are allowed to,standing up for yourself in uncomfortable situations.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,it's ok,standing up for yourself when you are being bullied.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It's ok,standing up for yourself when you've been wronged.,1.0,legal,2
amitheasshole,4.0,description,care-harm|loyalty-betrayal,it's acceptable,starting a relationship with someone.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,starting fights with people.,-1.0,tolerated,0
rocstories,4.0,advice,care-harm,You shouldn't,starving yourself.,-2.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You're expected,staying close to your parents.,0.0,legal,1
rocstories,4.0,advice,care-harm,it is important,staying healthy,0.0,legal,1
rocstories,4.0,social-norms,care-harm,It's expected,staying home from work when you are sick.,1.0,legal,2
rocstories,4.0,advice|description,care-harm,It is important,staying hydrated.,2.0,legal,2
